"UID","session","treatment","wta.pen","wta.mug","Date","ExperimentalID","SubjectItem","YourNumber","Condition","BirthYear","Gender","Ethnicity","Country","Language","Education","Major","HSSStudent","HSSClasses","IsTalkative","TendsFault","ThoroughJob","IsDepressed","IsOriginal","IsReserved","IsHelpful","Careless","IsRelaxed","Curious","Energy","Quarrels","Reliable","Tense","Ingenious","Enthusiasm","Forgiving","Disorganized","Worries","Imagination","Quiet","Trusting","TendsLazy","Stable","Inventive","Assertive","ColdAloof","Perseveres","Moody","Artistic","Shy","Considerate","Efficient","Calm","PrefersRoutine","Outgoing","Rude","FollowsThrough","Nervous","Reflect","FewArtistic","Cooperate","Distracted","Sophisticated","theMugBid","thePenBid","WillingToPay","LikeBetterSubjectItem","ThinkOtherItem","ThinkSubjectItem","ThinkMoreAboutSubjectItem","leaveWithItem","leaveWithLess","BDMItem","BDMPrice","Female","HighTreat","Age","Day"
"4C6","4_wed_11.30","MH",1.815,3.795,"10-07-2015",241,"mug",8,"MH",1996,"M","Asian","Korea South","Korean","College","Biolgoy",FALSE,"",4,2,4,2,4,4,4,4,4,4,3,2,4,2,3,4,4,4,4,4,4,4,2,4,4,4,3,4,2,4,4,4,4,4,4,3,2,4,3,4,2,4,3,3,"000","000","0","0","0","0","0","000","000","000","000",0,1,19,2
"5B1","5_wed_1.00","ML",4.125,3.795,"10-07-2015",11,"mug",1,"ML",1996,"F","Other","United States","English","College","History",FALSE,"",3,4,4,2,3,4,5,4,2,4,4,4,4,4,4,5,1,1,4,4,2,4,1,2,4,5,4,2,5,4,4,4,5,5,2,4,2,4,2,4,1,2,4,2,"000","000","0","0","0","0","0","000","000","000","000",1,0,19,2
"5B10","5_wed_1.00","ML",1.155,4.125,"10-07-2015",101,"mug",1,"ML",1995,"F","Asian","United States","English","College","Government",FALSE,"",2,3,3,3,3,4,3,3,3,4,2,2,4,4,3,2,4,2,3,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,3,2,3,3,3,4,4,4,4,4,"000","000","0","0","0","0","0","000","000","000","000",1,0,20,2
"5B12","5_wed_1.00","ML",0.825,3.795,"10-07-2015",121,"mug",1,"ML",1995,"F","Caucasian","United States","English","College","Government",FALSE,"",2,4,4,3,4,4,5,2,4,4,4,1,4,2,3,3,3,2,2,4,4,2,2,4,3,3,2,4,3,4,4,5,4,4,2,2,1,4,2,4,3,4,3,1,"000","000","0","0","0","0","0","000","000","000","000",1,0,20,2
"5B2","5_wed_1.00","ML",2.805,2.805,"10-07-2015",21,"mug",1,"ML",1990,"F","Other","United States","English","Graduate School","Psychology",FALSE,"",2,2,4,2,4,4,4,2,4,4,3,2,4,4,4,3,4,2,4,4,4,4,2,4,3,2,2,4,3,5,4,4,4,4,3,2,2,3,4,3,2,5,2,4,"000","000","0","0","0","0","0","000","000","000","000",1,0,25,2
"5B3","5_wed_1.00","MH",4.785,0.495,"10-07-2015",31,"mug",8,"MH",1984,"M","Other","India","Hindi","Graduate School","Policy",FALSE,"",4,4,5,1,4,3,4,2,4,4,4,2,5,4,4,4,4,2,2,4,2,4,2,4,4,5,2,5,2,5,3,4,5,4,1,4,3,4,2,4,2,4,3,3,"000","000","0","0","0","0","0","000","000","000","000",0,1,31,2
"5B4","5_wed_1.00","MH",4.125,7.095,"10-07-2015",41,"mug",8,"MH",1995,"F","Asian","United States","Mandarin","College","Molecular and Cellular Biology",FALSE,"",2,3,4,4,4,4,3,4,2,4,3,2,4,4,4,3,4,4,5,5,4,3,2,2,4,2,3,5,4,5,4,3,4,2,2,2,2,4,3,5,1,4,4,5,"000","000","0","0","0","0","0","000","000","000","000",1,1,20,2
"5B6","5_wed_1.00","ML",2.805,5.115,"10-07-2015",61,"mug",1,"ML",1995,"M","Caucasian","United States","English","College","economics",FALSE,"",5,3,5,1,4,1,4,2,4,4,5,2,5,1,3,5,5,1,1,5,1,5,1,1,4,5,1,4,3,5,1,5,5,5,4,5,2,5,1,5,5,5,4,2,"000","000","0","0","0","0","0","000","000","000","000",0,0,20,2
"5B7","5_wed_1.00","MH",3.135,2.145,"10-07-2015",71,"mug",8,"MH",1994,"F","Asian","United States","English","College","HISTORY",FALSE,"",4,3,4,2,4,4,4,2,2,4,4,1,4,4,4,2,3,2,4,4,4,2,2,4,4,4,3,4,2,4,4,4,4,4,2,3,2,4,4,4,1,3,3,4,"000","000","0","0","0","0","0","000","000","000","000",1,1,21,2
"5B8","5_wed_1.00","MH",2.805,1.815,"10-07-2015",81,"mug",8,"MH",1995,"F","African/African American","United States","English","College","Psychology",FALSE,"",2,2,4,1,4,4,5,2,5,5,4,1,5,2,5,5,4,1,1,4,4,4,2,5,4,2,3,4,2,4,4,5,4,5,4,4,1,4,4,4,2,5,4,2,"000","000","0","0","0","0","0","000","000","000","000",1,1,20,2
"5B9","5_wed_1.00","MH",0.165,0.165,"10-07-2015",91,"mug",8,"MH",1995,"F","Caucasian","United States","English","College","History",FALSE,"",5,2,5,1,5,2,4,2,4,5,5,2,5,3,5,5,4,4,2,4,2,4,1,5,4,5,1,4,2,4,2,4,5,5,3,5,1,5,1,4,1,4,2,4,"000","000","0","0","0","0","0","000","000","000","000",1,1,20,2
"5C1","5_wed_1.00","MH",6.105,5.115,"10-07-2015",131,"mug",8,"MH",1991,"F","Asian","United States","English","Graduate School","Psychology",FALSE,"",5,2,4,2,4,2,4,4,3,5,4,1,4,2,3,5,5,4,3,3,1,4,3,4,3,3,1,4,2,4,2,5,3,3,4,5,2,3,2,4,3,4,4,1,"000","000","0","0","0","0","0","000","000","000","000",1,1,24,2
"5C11","5_wed_1.00","MH",1.155,7.425,"10-07-2015",111,"mug",8,"MH",1995,"M","Asian","United States","English","College","History and Literature",FALSE,"",4,3,2,4,4,3,4,4,3,4,4,1,4,1,3,5,4,5,4,5,3,3,4,4,4,4,3,3,4,5,4,5,2,4,4,3,2,4,5,4,2,4,5,3,"000","000","0","0","0","0","0","000","000","000","000",0,1,20,2
"5C12","5_wed_1.00","MH",2.145,6.435,"10-07-2015",241,"mug",8,"MH",1993,"F","African/African American","United States","English","College","Biology",FALSE,"",4,2,5,1,4,4,4,1,5,5,4,1,5,3,2,5,4,2,2,5,4,5,1,5,4,1,2,5,2,5,4,5,5,5,1,5,2,4,1,4,1,4,1,2,"000","000","0","0","0","0","0","000","000","000","000",1,1,22,2
"5C2","5_wed_1.00","MH",5.115,7.095,"10-07-2015",141,"mug",8,"MH",1993,"F","Asian","United States","English","College","Human developmental biology",FALSE,"",4,4,4,1,4,2,4,3,5,5,5,1,4,4,4,5,4,2,3,5,2,4,2,5,5,4,1,4,4,5,4,5,5,5,5,5,2,3,4,5,1,5,2,5,"000","000","0","0","0","0","0","000","000","000","000",1,1,22,2
"5C3","5_wed_1.00","ML",3.465,2.475,"10-07-2015",151,"mug",1,"ML",1995,"M","African/African American","United States","English","College","Sociology",FALSE,"",4,4,4,3,4,3,4,4,3,5,2,2,4,4,3,2,3,2,4,4,2,4,2,2,3,4,3,2,4,5,3,3,4,2,2,4,4,4,3,5,2,3,3,3,"000","000","0","0","0","0","0","000","000","000","000",0,0,20,2
"5C4","5_wed_1.00","MH",7.425,5.115,"10-07-2015",161,"mug",8,"MH",1995,"M","Caucasian","United States","English","College","Mathematics",FALSE,"",5,3,4,2,3,3,4,3,5,5,4,2,3,2,3,4,4,5,2,2,1,4,2,5,3,4,1,3,1,3,1,5,4,4,3,5,2,2,2,3,3,3,4,4,"000","000","0","0","0","0","0","000","000","000","000",0,1,20,2
"5C5","5_wed_1.00","ML",2.145,3.135,"10-07-2015",171,"mug",1,"ML",1995,"M","Asian","United States","English","College","Government",FALSE,"",5,3,4,3,4,2,4,4,3,4,4,1,4,4,4,4,4,2,5,4,2,4,4,4,4,2,2,4,4,4,3,4,2,4,4,5,4,3,4,4,2,5,4,4,"000","000","0","0","0","0","0","000","000","000","000",0,0,20,2
"5C6","5_wed_1.00","ML",3.135,4.125,"10-07-2015",181,"mug",1,"ML",1993,"F","Hispanic","Honduras","English","College","Neurobiology",FALSE,"",2,2,4,3,3,5,4,1,2,4,4,1,4,2,4,4,4,1,5,2,5,4,1,3,3,3,3,5,2,4,4,4,2,4,3,2,2,3,5,4,4,4,4,3,"000","000","0","0","0","0","0","000","000","000","000",1,0,22,2
"5C8","5_wed_1.00","MH",3.795,1.815,"10-07-2015",201,"mug",8,"MH",1994,"F","Asian","China","English","College","Economics",FALSE,"",4,3,4,4,3,3,4,3,3,5,3,1,4,4,4,4,3,3,5,4,3,2,3,3,3,4,4,4,3,4,4,4,4,4,3,3,2,3,4,4,4,3,3,4,"000","000","0","0","0","0","0","000","000","000","000",1,1,21,2
"5C9","5_wed_1.00","MH",5.115,5.775,"10-07-2015",211,"mug",8,"MH",1994,"F","Hispanic","United States","English","College","Biology",FALSE,"",4,3,5,1,3,2,4,2,2,3,3,1,5,4,2,3,4,1,2,1,3,4,2,4,1,4,1,5,1,1,4,5,5,4,4,4,1,4,3,2,5,5,2,1,"000","000","0","0","0","0","0","000","000","000","000",1,1,21,2
"6B10","6_wed_2.30","ML",3.135,2.145,"10-07-2015",101,"mug",1,"ML",1994,"M","Asian","United States","English","College","Economics",FALSE,"",2,4,4,2,4,4,3,2,4,4,4,1,4,2,3,3,5,1,2,4,4,4,1,4,4,4,4,4,2,2,4,4,4,4,4,2,2,4,2,2,2,3,2,2,"000","000","0","0","0","0","0","000","000","000","000",0,0,21,2
"6B11","6_wed_2.30","MH",4.125,5.775,"10-07-2015",111,"mug",8,"MH",1995,"M","Other","United States","English","College","Economics",FALSE,"",4,3,4,2,4,4,4,3,4,4,4,2,4,3,4,4,4,1,2,4,4,5,2,4,4,4,3,4,3,4,4,4,4,4,3,4,3,5,3,4,2,4,3,2,"000","000","0","0","0","0","0","000","000","000","000",0,1,20,2
"6B12","6_wed_2.30","ML",3.135,3.135,"10-07-2015",121,"mug",1,"ML",1996,"F","Caucasian","United States","English","College","Human Developmental and Regenerative Biology",FALSE,"",4,2,4,2,4,2,4,3,4,4,3,2,4,2,4,4,4,3,2,3,2,4,3,4,4,3,2,4,3,3,3,4,4,4,2,4,2,4,3,3,2,4,3,3,"000","000","0","0","0","0","0","000","000","000","000",1,0,19,2
"6B7","6_wed_2.30","ML",1.155,3.465,"10-07-2015",71,"mug",1,"ML",1994,"F","Asian","United States","English","College","Economics",FALSE,"",2,2,4,1,4,4,4,2,3,2,2,1,4,3,3,3,4,2,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,2,3,3,4,2,4,3,3,3,3,"000","000","0","0","0","0","0","000","000","000","000",1,0,21,2
"6B8","6_wed_2.30","ML",0.825,0.825,"10-07-2015",81,"mug",1,"ML",1994,"F","Caucasian","United States","English","College","History & Literature",FALSE,"",4,1,5,1,4,3,4,1,5,4,4,2,5,2,4,5,4,2,3,3,3,5,2,4,4,5,2,5,2,5,3,5,5,5,4,4,1,4,2,4,1,5,3,4,"000","000","0","0","0","0","0","000","000","000","000",1,0,21,2
"6B9","6_wed_2.30","ML",3.465,3.465,"10-07-2015",91,"mug",1,"ML",1996,"F","African/African American","United States","English","College","Sociology",FALSE,"",2,2,4,1,4,4,4,4,1,2,2,2,5,4,2,2,2,4,4,4,4,4,4,4,3,4,4,4,4,2,4,3,2,4,4,2,4,3,4,2,4,4,4,2,"000","000","0","0","0","0","0","000","000","000","000",1,0,19,2
"6C1","6_wed_2.30","MH",4.785,8.745,"10-07-2015",131,"mug",8,"MH",1995,"F","Caucasian","United States","English","College","Government",FALSE,"",5,3,5,2,3,3,4,2,3,4,4,1,5,4,4,4,4,2,4,4,2,4,2,4,3,3,1,5,4,4,2,4,4,4,4,4,3,4,2,4,3,4,2,3,"000","000","0","0","0","0","0","000","000","000","000",1,1,20,2
"6C3","6_wed_2.30","MH",6.105,5.115,"10-07-2015",151,"mug",8,"MH",1995,"M","African/African American","United States","English","College","English",FALSE,"",4,2,4,3,4,4,4,3,4,4,4,2,4,4,4,4,4,4,3,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,1,4,3,3,2,4,2,4,3,4,"000","000","0","0","0","0","0","000","000","000","000",0,1,20,2
"6C4","6_wed_2.30","ML",1.485,0.825,"10-07-2015",161,"mug",1,"ML",1995,"F","Caucasian","United States","English","College","English",FALSE,"",4,2,4,4,3,2,2,4,2,5,4,1,5,2,2,5,4,2,4,4,3,5,2,3,3,2,2,4,4,5,4,4,4,3,4,4,2,3,4,5,2,3,4,2,"000","000","0","0","0","0","0","000","000","000","000",1,0,20,2
"6C5","6_wed_2.30","MH",9.57,5.115,"10-07-2015",171,"mug",8,"MH",1995,"M","Asian","United States","English","College","Pre-Medicine",FALSE,"",4,4,4,2,4,2,4,4,4,4,4,3,4,4,4,4,4,3,3,4,2,4,2,4,4,4,2,4,4,4,2,4,4,4,2,4,3,4,2,4,2,4,3,3,"000","000","0","0","0","0","0","000","000","000","000",0,1,20,2
"6C6","6_wed_2.30","MH",4.785,3.795,"10-07-2015",181,"mug",8,"MH",1994,"F","Caucasian","United States","English","College","Environmental Science and Public Policy",FALSE,"",3,2,5,2,4,4,3,3,4,4,3,1,5,3,3,5,4,2,2,2,4,4,2,4,3,3,4,3,2,4,4,5,4,3,4,4,2,4,2,3,3,4,3,2,"000","000","0","0","0","0","0","000","000","000","000",1,1,21,2
"7B10","7_wed_4.00","MH",6.765,5.445,"10-07-2015",101,"mug",8,"MH",1993,"M","Caucasian","United Kingdom","English","Graduate School","Middle Eastern Studies",FALSE,"",4,5,3,2,3,3,3,2,2,4,3,3,4,4,4,3,3,4,2,3,2,3,1,4,3,4,4,2,3,4,3,4,4,4,2,4,3,3,2,5,2,3,2,4,"000","000","0","0","0","0","0","000","000","000","000",0,1,22,2
"7B12","7_wed_4.00","ML",1.155,1.155,"10-07-2015",121,"mug",1,"ML",1995,"F","Caucasian","United States","English","College","Statistics",FALSE,"",3,4,4,3,4,5,2,2,3,3,3,3,4,4,2,2,2,2,4,3,4,3,3,4,4,4,4,3,4,3,4,2,4,4,4,3,4,4,3,3,4,4,3,3,"000","000","0","0","0","0","0","000","000","000","000",1,0,20,2
"7B8","7_wed_4.00","ML",5.115,4.125,"10-07-2015",181,"mug",1,"ML",1992,"F","Other","United States","English","College","Human Evolutionary Biology",FALSE,"",2,1,5,3,3,4,4,1,3,4,2,1,5,2,2,2,5,1,4,3,2,5,1,3,2,2,1,5,3,4,4,5,4,4,2,3,1,2,2,4,4,5,4,3,"000","000","0","0","0","0","0","000","000","000","000",1,0,23,2
"7B9","7_wed_4.00","ML",3.795,1.155,"10-07-2015",91,"mug",1,"ML",1994,"M","Caucasian","United States","English","College","Government",FALSE,"",3,3,4,2,4,3,3,1,5,3,3,3,5,4,3,3,3,2,2,4,3,3,2,4,3,3,3,4,3,2,4,4,4,4,5,3,3,4,2,3,5,4,2,2,"000","000","0","0","0","0","0","000","000","000","000",0,0,21,2
"7C1","7_wed_4.00","MH",6.765,8.745,"10-07-2015",131,"mug",8,"MH",1995,"F","Caucasian","United States","English","College","Government",FALSE,"",4,3,5,3,4,4,4,2,3,5,3,2,5,5,5,4,4,1,5,4,4,4,3,4,4,4,2,4,4,4,4,3,5,3,2,3,3,3,5,4,2,4,2,3,"000","000","0","0","0","0","0","000","000","000","000",1,1,20,2
"7C12","7_wed_4.00","ML",6.105,2.805,"10-07-2015",241,"mug",1,"ML",1994,"F","Asian","United States","English","College","Pre-Med",FALSE,"",4,2,5,1,4,3,4,1,4,4,4,1,5,3,4,5,3,1,2,4,3,4,1,4,3,3,1,5,1,4,3,5,5,4,3,4,1,5,2,4,2,5,2,4,"000","000","0","0","0","0","0","000","000","000","000",1,0,21,2
"7C2","7_wed_4.00","MH",4.125,3.135,"10-07-2015",141,"mug",8,"MH",1994,"F","Asian","United States","English","College","Human Evolutionary Biology",FALSE,"",3,3,4,3,3,3,3,4,2,3,4,1,5,4,2,4,4,3,5,3,3,3,2,3,2,3,2,5,4,5,4,4,4,4,4,4,2,5,4,3,1,3,2,5,"000","000","0","0","0","0","0","000","000","000","000",1,1,21,2
"7C5","7_wed_4.00","ML",1.815,0,"10-07-2015",171,"mug",1,"ML",1992,"M","Caucasian","United States","English","College","Economics",FALSE,"",2,1,4,1,4,4,2,2,5,5,4,1,5,2,4,3,4,1,1,4,4,4,2,5,4,3,1,4,2,5,2,5,4,4,4,4,3,4,1,4,5,2,4,4,"000","000","0","0","0","0","0","000","000","000","000",0,0,23,2
"7C7","7_wed_4.00","MH",1.815,4.785,"10-07-2015",191,"mug",8,"MH",1993,"F","Hispanic","United States","English","College","Neurobiolgy & GHHP",FALSE,"",3,1,4,2,3,4,4,3,3,5,4,1,3,3,4,4,2,4,4,3,3,5,4,3,3,2,1,4,4,5,3,4,2,3,3,5,1,4,4,4,3,4,4,3,"000","000","0","0","0","0","0","000","000","000","000",1,1,22,2
"7C8","7_wed_4.00","ML",5.115,2.145,"10-07-2015",201,"mug",1,"ML",1995,"F","Caucasian","United States","English","College","Government",FALSE,"",2,1,4,3,3,3,4,4,3,5,2,1,5,4,4,2,4,2,1,2,3,2,3,5,3,2,3,2,2,3,2,4,3,4,4,4,1,2,1,5,3,4,3,2,"000","000","0","0","0","0","0","000","000","000","000",1,0,20,2
"7C9","7_wed_4.00","ML",1.155,0.825,"10-07-2015",211,"mug",1,"ML",1992,"F","Caucasian","United States","English","College","Psychology",FALSE,"",5,2,4,4,5,1,5,3,3,4,4,2,4,4,4,5,3,4,4,4,2,4,3,1,4,4,1,4,4,5,2,4,4,3,2,5,1,2,4,5,1,5,4,3,"000","000","0","0","0","0","0","000","000","000","000",1,0,23,2
"8B10","8_thursday_10.00","MH",1.485,3.135,"10-08-2015",101,"mug",8,"MH",1994,"F","Caucasian","United States","English","College","Neurobiology",FALSE,"",4,4,5,2,4,2,4,2,3,4,3,2,5,3,3,4,2,3,2,3,2,3,2,4,4,4,2,4,2,3,2,5,4,3,3,4,2,4,3,3,4,5,2,2,"000","000","0","0","0","0","0","000","000","000","000",1,1,21,3
"8B11","8_thursday_10.00","MH",2.145,1.485,"10-08-2015",111,"mug",8,"MH",1988,"M","Caucasian","Israel","Hebrew","College","Social Studies",FALSE,"",4,3,5,2,2,2,5,2,3,4,3,1,3,3,5,4,4,2,2,3,2,5,1,4,2,4,2,4,2,3,2,5,4,3,4,4,3,5,2,5,2,3,4,4,"000","000","0","0","0","0","0","000","000","000","000",0,1,27,3
"8B12","8_thursday_10.00","MH",5.115,9.075,"10-08-2015",121,"mug",8,"MH",1993,"F","Caucasian","United States","English","College","East Asian Studies",FALSE,"",3,4,5,2,4,4,4,2,3,5,4,2,5,4,5,3,2,1,4,5,3,2,2,4,4,5,4,4,2,4,3,4,5,5,2,4,2,5,1,5,1,2,1,5,"000","000","0","0","0","0","0","000","000","000","000",1,1,22,3
"8B8","8_thursday_10.00","ML",2.805,0.825,"10-08-2015",81,"mug",1,"ML",1995,"M","Caucasian","United States","English","College","Economics",FALSE,"",3,1,5,1,4,4,4,2,4,5,4,2,5,3,4,3,5,2,2,5,4,4,2,4,4,3,2,5,2,5,4,4,3,5,2,3,2,4,2,5,1,4,3,3,"000","000","0","0","0","0","0","000","000","000","000",0,0,20,3
"8B9","8_thursday_10.00","MH",7.755,9.57,"10-08-2015",91,"mug",8,"MH",1988,"M","Caucasian","United States","English","Graduate School","Intl Affairs",FALSE,"",4,5,5,4,4,3,3,3,3,4,4,4,5,5,5,5,5,3,3,5,2,5,4,4,4,5,4,5,4,4,3,4,5,4,3,4,4,4,5,5,2,3,4,3,"000","000","0","0","0","0","0","000","000","000","000",0,1,27,3
"8C2","8_thursday_10.00","MH",0.825,4.125,"10-08-2015",141,"mug",8,"MH",1997,"F","Asian","United States","English","College","Environmental Science and Public Policy",FALSE,"",3,2,4,1,4,2,4,2,5,3,2,1,3,2,2,3,5,2,3,4,2,5,4,4,4,1,1,3,2,3,3,5,4,3,3,4,1,3,2,2,4,5,2,2,"000","000","0","0","0","0","0","000","000","000","000",1,1,18,3
"8C3","8_thursday_10.00","MH",5.115,5.445,"10-08-2015",151,"mug",8,"MH",1996,"F","Caucasian","United States","English","College","Life Sciences",FALSE,"",2,4,4,1,2,4,3,3,4,3,2,1,5,3,3,2,4,3,2,2,4,4,2,4,3,2,2,5,2,3,3,4,4,4,3,2,3,3,2,2,4,4,3,1,"000","000","0","0","0","0","0","000","000","000","000",1,1,19,3
"8C4","8_thursday_10.00","MH",0.825,1.815,"10-08-2015",161,"mug",8,"MH",1988,"F","African/African American","United States","English","Graduate School","JD",FALSE,"",4,4,4,2,2,1,4,4,2,2,3,1,4,4,2,3,2,1,4,2,1,3,4,4,2,5,4,2,4,2,4,2,4,2,4,4,4,5,1,4,4,4,2,1,"000","000","0","0","0","0","0","000","000","000","000",1,1,27,3
"8C5","8_thursday_10.00","ML",6.105,5.115,"10-08-2015",171,"mug",1,"ML",1994,"F","Caucasian","United States","English","College","Anthropology",FALSE,"",5,3,5,1,5,2,4,5,5,4,5,1,5,3,3,5,3,4,2,5,3,4,1,5,4,4,4,2,3,4,4,4,5,5,4,5,2,5,2,4,2,4,5,2,"000","000","0","0","0","0","0","000","000","000","000",1,0,21,3
"8C6","8_thursday_10.00","ML",1.155,4.125,"10-08-2015",181,"mug",1,"ML",1991,"F","Caucasian","United States","English","Graduate School","biostatistics",FALSE,"",4,4,5,2,3,2,4,1,2,4,3,1,5,4,4,2,1,1,4,2,2,5,3,3,5,5,1,5,4,1,2,4,5,4,3,3,3,5,2,4,5,5,3,1,"000","000","0","0","0","0","0","000","000","000","000",1,0,24,3
"9B10","9_thursday_11.30","ML",5.115,0,"10-08-2015",101,"mug",1,"ML",1993,"M","Caucasian","United States","English","College","Biology",FALSE,"",4,2,4,1,5,2,4,3,5,5,4,1,3,2,5,3,4,3,1,4,3,4,2,5,4,2,2,3,2,5,4,4,4,5,1,4,2,4,1,5,1,4,4,5,"000","000","0","0","0","0","0","000","000","000","000",0,0,22,3
"9B7","9_thursday_11.30","MH",0.825,0.825,"10-08-2015",71,"mug",8,"MH",1992,"M","African/African American","United States","English","College","Electrical Engineering",FALSE,"",4,4,4,2,4,3,4,4,4,5,4,1,4,4,3,4,4,2,2,5,3,4,4,4,4,2,2,4,2,5,4,4,3,4,4,4,3,3,3,4,2,4,4,4,"000","000","0","0","0","0","0","000","000","000","000",0,1,23,3
"9B8","9_thursday_11.30","MH",5.115,6.105,"10-08-2015",81,"mug",8,"MH",1997,"F","African/African American","United States","English","College","Human Evolutionary Biology",FALSE,"",5,4,4,2,4,2,3,4,3,4,2,2,5,5,5,2,1,2,5,5,1,2,4,4,5,5,5,3,4,5,4,2,5,4,2,4,5,4,5,5,2,4,2,4,"000","000","0","0","0","0","0","000","000","000","000",1,1,18,3
"9B9","9_thursday_11.30","MH",1.815,1.815,"10-08-2015",91,"mug",8,"MH",1990,"F","Asian","United States","English","Graduate School","Public policy",FALSE,"",4,3,4,2,4,2,4,4,4,4,4,2,5,3,4,4,4,2,2,3,2,4,2,4,3,3,2,4,2,4,3,4,4,4,4,4,2,4,3,5,2,4,3,3,"000","000","0","0","0","0","0","000","000","000","000",1,1,25,3
"9C2","9_thursday_11.30","ML",2.145,1.155,"10-08-2015",141,"mug",1,"ML",1995,"F","Other","United States","English","College","Anthropology",FALSE,"",4,3,3,4,4,3,4,4,3,5,3,2,4,3,3,4,3,3,4,4,3,3,3,2,4,4,3,3,4,4,4,4,4,4,3,3,3,3,4,4,2,4,4,3,"000","000","0","0","0","0","0","000","000","000","000",1,0,20,3
"9C5","9_thursday_11.30","MH",3.135,4.125,"10-08-2015",171,"mug",8,"MH",1993,"M","Hispanic","United States","English","Graduate School","Master in Public Policy",FALSE,"",4,4,5,2,4,4,4,2,4,5,4,1,4,4,5,4,3,2,2,5,4,4,1,4,4,3,4,4,4,4,4,4,4,5,3,3,2,5,3,5,4,5,4,4,"000","000","0","0","0","0","0","000","000","000","000",0,1,22,3
"9C6","9_thursday_11.30","MH",3.135,4.125,"10-08-2015",181,"mug",8,"MH",1996,"M","Asian","United States","English","College","Molecular and Cellular Biology",FALSE,"",2,2,4,2,4,4,4,4,4,4,3,2,4,4,4,3,4,3,4,2,4,4,2,4,2,4,4,3,2,3,4,4,4,4,4,2,4,3,2,3,2,4,4,3,"000","000","0","0","0","0","0","000","000","000","000",0,1,19,3
