V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,,Un1,Un2
R_2YFnqXFh6T1kQ64,Default Response Set,,,,192.38.127.141,,10/29/15 12:00,10/29/15 12:36,1,1,1,0,0,74.082,0,1,2001,1,0,0,10.497,0,,,,,,,1,9,1,"Jeg valgte 2000, i det at jeg ""kun"" stolede delvist p外 at de andre ville donere alle pengene. I tilf蚠ldet af at de ikke gjorde det, ville jeg ikke miste s外 meget igen.",1,7,8,7,9,8,6,8,6,7,8,3,9,3,7,8,1,8,5,7,8,2,9,7,7,2,5,7,5,7,2,2,7,1,1,1,0,0,7,9,1,2,3,2,2,"Hovedform外let var at kigge p外 tillid mellem mennesker der ikke kender hinanden. Det blev sammenlignet med tilliden mellem familiemedlemmer, venner, kollegaer og andre mennesker, der kender hinanden.",M外ske tvivlsomt at man laver eksperimentet med netop dem man er p外 hold med.,6,2,6,2,76,1,"S蜋ller蜋d, Danmark",30,55.66670227,12.58329773,-1,,7,1
R_2YROV0Zq88LnZMk,Default Response Set,,,,192.38.127.160,,10/29/15 12:01,10/29/15 12:36,1,1,1,0,0,123.601,0,1,0,1,0,0,8.366,0,,,,,,,1,9,1,Det var det nemmeste.,1,5,5,5,4,9,6,7,5,2,7,4,9,5,6,9,3,5,5,7,6,5,6,6,6,1,2,5,6,3,4,1,5,1,0,0,0,0,8,8,1,2,1,2,2,Vise hvor selvisk man er kontra det som gavner gruppen.,no,9,6,3,4,76,1,"Middelfart, Danmark",27,55.66670227,12.58329773,-1,,7,1
R_2Yy42OamHA0rXkU,Default Response Set,,,,192.38.127.153,,10/30/15 12:27,10/30/15 12:40,1,1,1,0,0,54.105,0,1,1174,1,0,0,9.194,0,,,,,,,1,9,1,"I don't know, I ran out of time",1,6,3,7,7,9,7,8,8,8,5,5,1,5,6,6,5,7,5,8,8,2,6,7,8,6,7,2,6,5,7,1,7,1,1,0,0,0,5,8,1,2,1,2,2,I don't know,no,9,4,3,4,75,2,"Copenhagen, Denmark",24,55.66670227,12.58329773,-1,,7,1
R_2zBAjgKYvTqMjo6,Default Response Set,,,,192.38.127.154,,10/30/15 12:25,10/30/15 12:46,1,1,1,0,0,117.976,0,1,,,,,,,3000,1,0,0,26.227,0,1,9,4,Because the total amount witch all group members contribute to the public good is doubled by the computer and shared equally among all four group members.,1,6,4,5,9,9,9,6,8,1,9,1,8,5,9,8,5,9,9,9,9,3,9,7,8,1,7,7,4,9,3,2,7,1,1,0,0,0,8,9,1,2,3,2,2,This study attempts to collect information about how people make desicions compared to who you think you are as a person.,no,9,3,2,2,76,1,"Dronninglund, Holte, London",24,55.66670227,12.58329773,-1,,7,5
R_2zYYPEIZooZOPjl,Default Response Set,,,,192.38.127.153,,10/30/15 10:06,10/30/15 10:35,1,1,1,0,0,61.587,0,1,,,,,,,1203,1,0,0,35.691,0,1,9,9,Because I don\t trust the other participants,1,6,8,8,7,6,7,9,7,9,7,8,7,8,9,9,2,8,5,9,8,8,8,9,8,3,3,6,6,8,3,2,8,3,1,1,0,0,7,9,1,2,1,2,2,Tried to show if I acted in accordance to what I responded to the questitions.,I didn\t no if I could trust the other participants and therefore I acted the way I did,9,2,6,2,75,1,Denmark,20,55.66670227,12.58329773,-1,,7,7
R_30tOW72Fl6jvdEm,Default Response Set,,,,192.38.127.147,,10/27/15 09:58,10/27/15 10:49,1,1,1,0,0,100.778,0,1,,1,0,0,9.584,0,,,,,,,1,9,1,just a feeling. no logic,1,4,6,7,5,4,3,6,2,2,4,2,5,4,4,4,5,7,7,2,6,1,4,6,5,3,2,4,5,6,1,3,3,1,0,0,0,0,5,7,3,2,2,2,2,How other people look at me as a person\how i look at other people\competitive person or not? asking question about winning or loosing,no,3,3,3,4,68,1,"Denmark, Copenhagen",20,55.66670227,12.58329773,-1,,7,1
R_31hnByTUg18zVHo,Default Response Set,,,,192.38.127.149,,10/28/15 09:47,10/28/15 10:37,1,1,1,0.454,0.454,63.274,1,1,,,,,,,1500,1,0,0,33.398,0,1,9,1,"I want to contribute to the whole group, but didn't contribute with the whole amout because it isn't sure that the others in the group think likewise.",1,8,8,5,6,9,8,9,9,3,7,4,4,1,7,5,4,9,7,9,9,6,9,9,9,3,1,9,2,5,2,4,9,1,0,0,0,0,3,7,1,2,1,2,2,"How people make decisions regarding money, your relationship with family members and if you can trust people you even know or do not know with your money.",no,2,5,2,5,75,2,"Norway, Stavanger",29,55.66670227,12.58329773,-1,,7,1
R_31o6pZF5f1TT3j7,Default Response Set,,,,192.38.127.160,,10/29/15 10:00,10/29/15 10:32,1,1,1,0,0,13.447,0,1,2400,1,0,0,35.911,0,,,,,,,1,9,4,"Jeg vil hellere have, at min gruppe som helhed for flere penge end mig selv.",1,4,1,9,4,2,9,4,6,2,3,1,2,1,4,3,8,8,8,4,9,7,4,4,9,6,3,9,6,3,4,4,8,2,1,1,0,0,3,7,3,3,3,1,2,Ingen kommentar..,no,9,2,2,6,76,2,4700,25,55.66670227,12.58329773,-1,,7,5
R_31TmHZU4Z3t1qft,Default Response Set,,,,192.38.127.138,,10/28/15 09:45,10/28/15 10:48,1,1,1,0,0,77.487,0,1,,,,,,,1500,1,0,0,25.5,0,1,4,9,I understood it as if all the group members earn the same amount of money the group as a whole will earn most.,1,4,1,2,3,5,1,4,2,2,1,1,1,3,1,1,4,9,5,7,8,5,9,8,8,2,2,5,3,4,5,2,2,1,1,0,0,0,6,6,1,2,1,2,2,The study was trying to show the difference about how you think about your self in general and how you act in concrete situations. It was furthermore trying to show how much you believe your own happiness depend on others and how much you are willing to give up in order to improve the happiness of others.,"The questions we not very specific, and I think your action in real life depend on a lot of circumstances that were not part of the questions.",4,4,5,3,75,2,"Copenhagen, Denmark",28,55.66670227,12.58329773,-1,,4,7
R_31zVYf4eGW3SJsM,Default Response Set,,,,192.38.127.142,,10/29/15 12:00,10/29/15 12:38,1,1,1,0,0,57.058,0,1,2209,1,15.934,15.934,16.337,1,,,,,,,1,9,1,"tidspres, sammen med en kalkulation af at gruppens samlede udbytte var st蜋rst ved at v蚠lge s外 h蜋jt et muligt bel蜋b.",1,6,1,5,8,7,1,7,8,7,1,7,3,1,6,7,4,8,7,8,8,7,5,7,6,7,8,3,8,3,2,3,6,1,0,1,0,0,7,8,3,2,3,2,2,I hvor stor grad man er villig til at opgive et gode for et st蜋rre udbytte for en gruppe,no,4,4,4,4,77,1,"Arrhus, Danmark",27,55.66670227,12.58329773,-1,,7,1
R_322sIg0EuWjGo7O,Default Response Set,,,,192.38.127.157,,10/30/15 10:06,10/30/15 10:39,1,1,1,0,0,80.424,0,1,,,,,,,3000,1,0,0,17.619,0,1,9,4,"Because if everybody contributes all, you'll get the highest pay, because it's doubled.",1,8,5,9,7,7,7,6,7,8,6,6,4,3,5,8,5,8,7,7,8,2,8,6,6,3,2,3,7,7,7,2,7,1,1,0,0,1,3,7,3,2,3,2,2,"The study was trying to show how people are, and what they would do in certain cases. If they would think of them selves or think of other people too.",no,4,3,4,3,77,2,"V蚠ggerl蜋se, Denmark",22,55.66670227,12.58329773,-1,,7,4
R_325hQllLUqcLfkH,Default Response Set,,,,192.38.127.165,,10/30/15 12:24,10/30/15 12:44,1,1,1,0,0,33.199,0,1,,,,,,,0,1,0,0,9.567,0,1,9,9,Because i do not know the other persons decision and i assume that they also would choose not to share anything of their part of the money.,1,5,5,9,8,7,7,7,7,5,8,7,9,7,9,7,3,7,5,9,8,3,6,5,8,4,5,9,6,8,3,3,9,2,0,0,0,1,5,5,2,1,3,1,2,The present study was trying to show how the asked individual thinks the modern society is and how it affects the person.,no,6,2,6,2,77,1,Denmark,23,55.66670227,12.58329773,-1,,7,7
R_32JF7UhSDQAh1zn,Default Response Set,,,,192.38.127.166,,10/30/15 12:24,10/30/15 12:44,1,1,1,0,0,56.06,0,1,1190,1,0,0,32.1,0,,,,,,,1,9,1,"You can't be sure that the other participants will contribute all of their money, so to be on the safe side, I wouldn't contribute all of my money, but keep some of it for myself",1,8,6,9,4,8,8,7,9,6,4,3,3,2,7,3,3,7,4,7,9,5,9,8,6,3,7,8,2,9,9,1,9,1,1,0,0,0,5,8,3,3,1,2,2,"I was trying to show how we interact with each other in competition. It will try to figure out why we chose what we chose. By asking if we are competitive people or not, and if we trust other people or not, they may find an explanation to why we act like we do.","Some of the questions was hard to answer, and it may give a wrong result, because the participants don't know how to answer some of the questions.",6,3,4,3,76,2,"Kolding, Denmark",23,55.66670227,12.58329773,-1,,7,1
R_338AEoTEnrdJa14,Default Response Set,,,,192.38.127.157,,10/28/15 09:49,10/28/15 10:41,1,1,1,0,0,71.321,0,1,2368,1,0,0,7.362,0,,,,,,,1,9,1,"It made everybody earn something, while I still got my part",1,7,1,5,7,7,3,7,3,7,3,6,6,3,7,7,2,9,6,9,9,8,9,9,8,4,6,7,7,7,4,1,5,1,0,0,0,0,7,9,1,2,1,2,2,"I think this study is trying to show how people interact in a community. There was questions about family, friends, strangers, and the entire community, which was supposed to indicate how I and others behave and make decisions in these groups. \I also think this study tried to make a parallel to economical models e.g. free competition vs high taxes (welfare state)",I wasn't sure when I made the decision of how much money I would like to contribute with the group. I made the decision fast and on instinct,5,2,6,2,76,2,"V蚠rl蜋se, Danmark",29,55.66670227,12.58329773,-1,,7,1
R_33yhnQdRyFcdh1K,Default Response Set,,,,192.38.127.155,,10/28/15 09:49,10/28/15 10:46,1,1,1,0,0,95.107,0,1,,,,,,,600,1,0,0,31.243,0,1,9,1,I Actually miss-calculated how much to contribute. \but i contributed 600蜋re so i didn't tak too much advantage of the other participant,1,9,7,2,9,9,9,6,5,1,1,1,9,7,7,3,3,9,7,9,8,9,7,8,6,3,6,1,7,1,1,3,5,1,0,1,0,0,6,9,1,3,2,2,2,"The study tries to map whether or not there is a correlation between individualism, and how much people want to donate to a group of strangers.",It seemed derogatory towards libertarians,2,7,5,7,75,1,"Denmark, Faxe / N蚠stved",20,55.66670227,12.58329773,-1,,7,1
R_3CU8vevi4NZlJ7U,Default Response Set,,,,192.38.127.139,,10/27/15 12:42,10/27/15 13:40,1,1,1,0,0,110.801,0,1,,,,,,,3000,1,0,0,8.152,0,1,9,1,Because the amount to the group will be higher,1,7,2,8,6,9,9,8,7,7,7,4,7,7,7,2,3,7,5,9,8,3,7,9,9,7,5,8,5,5,4,3,5,4,2,0,0,0,3,9,3,3,1,2,2,the present study is trying to show how people is making decisions based on the way people trust others,no,3,2,9,2,72,2,"Solr蜋d, Denmark",14,55.66670227,12.58329773,-1,,7,1
R_3DkzljHMi3PrCVa,Default Response Set,,,,192.38.127.141,,10/26/15 08:08,10/26/15 12:38,1,1,1,0,0,55.853,0,1,,,,,,,249,1,0,0,40.423,0,1,9,4,To earn the most,1,5,2,9,5,8,6,6,7,5,5,3,3,6,6,5,6,6,6,9,8,7,9,6,9,3,4,6,7,2,4,5,2,1,1,0,0,0,7,9,1,2,3,2,2,"Decision making among people in a society. Ideology. If you believe in a liberal society or a more ""state controlled"" society.",no,4,3,5,2,75,2,"Kgs. Lyngby, Denmark",23,55.66670227,12.58329773,-1,,7,6
R_3dX3AfOIQk7Nwml,Default Response Set,,,,192.38.127.140,,10/20/15 14:13,10/20/15 14:15,0,1,1,0,0,0.77,0,1,,,,,,,1896,1,0,0,1.264,0,1,4,4,0,1,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,9,7,8,8,8,5,9,9,8,7,7,8,8,9,9,8,8,3,0,0,0,0,7,8,1,1,2,2,1,0,no,,,,,,,,,,,-1,,6,4
R_3e3HoeXH8SoFJDc,Default Response Set,,,,192.38.127.154,,10/29/15 10:02,10/29/15 10:31,1,1,1,0,0,95.403,0,1,,,,,,,594,1,0,0,15.134,0,1,9,1,So there is still a chance for me to earn something even if the other people in the group decide to contribute with 0,1,8,8,8,6,7,7,7,8,7,2,5,4,7,9,7,5,9,9,8,9,8,9,8,7,3,3,3,8,7,6,3,9,1,1,0,0,0,7,8,3,2,2,1,2,Investigating to what extent the decisions we make are based on self-interest or the well being of a group. In other words wether we are willing to take advantage of other people in order to look out for ourselves and succeed.,No,9,3,5,7,77,2,Nicaragua,26,55.66670227,12.58329773,-1,,7,1
R_3e9MegJ16jbJnVo,Default Response Set,,,,192.38.127.157,,10/27/15 07:46,10/27/15 08:36,1,1,1,0,0,83.718,0,1,0,1,0,0,14.349,0,,,,,,,1,9,1,I don't expect the other participaters to contribute anything,1,9,7,9,4,7,8,9,9,9,8,8,9,8,7,8,2,9,6,9,9,1,8,7,8,2,7,7,4,7,3,1,6,1,1,0,0,0,7,10,1,3,1,2,1,It was trying to show the participaters willing to do what was best for the gruop versus best for themselves.,no,5,2,5,2,75,1,Denmark,29,55.66670227,12.58329773,-1,,7,1
R_3ebhqgu3UQXmPT4,Default Response Set,,,,192.38.127.147,,10/30/15 12:26,10/30/15 12:44,1,1,1,0,0,64.987,0,1,,,,,,,13,1,0,0,23.879,0,1,9,9,Because i dodnt want to lose anything,1,7,7,8,8,8,8,7,7,7,5,6,7,7,5,5,4,5,5,7,8,5,7,7,7,3,6,6,6,7,5,3,5,1,1,0,0,0,3,8,3,2,3,1,2,Trying to show how people see risk,no,5,5,4,4,76,1,"Copenhagen, Denmark",23,55.66670227,12.58329773,-1,,7,7
R_3eqVWqKCC7urwf5,Default Response Set,,,,192.38.127.136,,10/29/15 11:59,10/29/15 12:43,1,1,1,0,0,82.318,0,1,,,,,,,2400,1,0,0,68.939,0,1,9,1,"Jeg ville gerne give meget til vores f蚠lles projekt, men ville stadig have lidt tilbage til mig selv. Det er sv蚠rt at vurdere, hvad der kan svare sig bedst for en selv, n外r man ikke har nogen ide om, hvad de andre i gruppen betaler ift. sp蜋rgsm外let tidligere...",1,8,2,7,5,8,6,7,8,7,8,4,5,1,6,4,3,9,9,9,7,8,8,9,8,2,3,8,5,4,2,1,2,1,1,0,0,2,3,9,3,2,1,2,2,"Jeg tror, at eksperimentet pr蜋ver at vise sammenh蚠ngen mellem, hvor mange penge personer er villige til at opgive til et f蚠lles projekt, og hvilken type af personer de er - bed蜋mt ud fra de stilte sp蜋rgsm外l.","Jeg var lidt i tvivl om, hvordan det hele egentlig fungerede med pengene. Jeg synes, at beskrivelsen i starten var sv蚠r at forst外, og jeg havde ikke mulighed for at g外 tilbage og l蚠se den igen (hvilket jeg troede, at jeg havde, s外 jeg skulle nok have l蚠st den grundigere f蜋rste gang).",3,4,2,5,75,2,N蚠stved (udkanten = landet),27,55.66670227,12.58329773,-1,,7,1
R_3Ev4HGTgLErHnSC,Default Response Set,,,,192.38.127.155,,10/29/15 10:02,10/29/15 10:44,1,1,1,0,0,22.184,0,1,,,,,,,1497,1,0,0,20.363,0,1,4,4,The group were sat highere so it could shared fairly. The  personally were sat as the amout that were choosen earlyer so it could be earned back.,1,6,3,9,9,9,8,7,8,5,4,1,2,5,3,7,3,7,6,7,7,2,7,9,8,2,9,9,6,2,8,6,7,1,0,0,0,0,8,9,1,3,3,2,1,The study tried to figure out how you would deal with situation and if it would match with the following study. Questions that asked how helpful you would kind of lead to the next study. The last study were kind of a conclusion/a overall of the question.,Some of the question would depend on the situation.,9,3,4,4,76,2,"Denmark, Frederiksberg og Charlootenlund",27,55.66670227,12.58329773,-1,,5,4
R_3fH6E9Xb7aqv85s,Default Response Set,,,,192.38.127.141,,10/27/15 07:41,10/27/15 08:35,1,1,1,0,0,47.963,0,1,846,1,0,0,10.468,0,,,,,,,1,4,4,"The amount is for sure risky, but withe a 500 蜋re margin to continue",1,8,8,8,5,4,7,7,5,6,8,5,7,7,6,6,7,4,5,6,8,3,7,6,8,3,4,6,6,5,3,2,6,1,0,0,0,0,6,8,3,3,3,2,2,I think the present is a part of defining a person,no,4,5,4,4,76,1,Denmark,25,55.66670227,12.58329773,-1,,6,6
R_3fUGo9m2xR6Cww1,Default Response Set,,,,192.38.127.165,,10/28/15 09:51,10/28/15 10:31,1,1,1,0,0,21.967,0,1,1500,1,0,0,16.363,0,,,,,,,1,9,1,I am a half decent guy,1,8,4,8,6,5,4,6,3,2,4,2,1,2,3,3,5,6,7,7,9,4,7,7,8,3,9,7,7,6,6,1,7,1,0,0,0,0,7,8,1,2,2,2,2,Try to see how people react to a scenario where you have to give up somthing to maybe get a return. The trust they put in strangers decision making.,no,2,4,4,5,76,1,"Sk蚠lsk蜋r, Denmark",30,55.66670227,12.58329773,-1,,7,1
R_3fZAnxtAlcy3lp0,Default Response Set,,,,192.38.127.148,,10/27/15 12:43,10/27/15 13:42,1,1,1,0,0,54.751,0,1,,,,,,,3000,1,0,0,14.196,0,1,9,9,"Seeing as everyone is able to contribute with an amount of 3000, the potential benefit of the individual increases if everyone contributes. Going for the maximum potential is thus the rational thing to do.",1,8,7,9,9,9,8,4,9,7,5,7,9,2,7,4,8,3,6,9,3,1,7,9,7,3,2,3,3,9,2,1,1,1,0,0,0,0,5,7,1,2,2,2,2,"The study aims to paint a picture of how much we trust people, how we trust people and why we trust people. Through this experiment, the subjects are given an option to be selfish or altruistic. Then they are asked questions in different ways, to see if people responds to the same question differently, thereby establishing a baseline of how truthful they are. The study thereby shows if people that themselves aren't truthful either are trusting or not trusting.","Similar questions were asked in different ways, thereby leaving a margin of error in which the respondents either change their mind or simply does not answer truthfully in one of the questions.",6,6,6,2,74,1,"Snekkersten, Denmark",15,55.66670227,12.58329773,-1,,7,7
R_3GDhdERZ0rysPOb,Default Response Set,,,,192.38.127.138,,10/27/15 09:57,10/27/15 10:46,1,1,1,62.713,62.713,71.845,1,1,1203,1,0,0,11.06,0,,,,,,,1,9,1,Because I do not want to take as huge a risk.,1,7,7,7,7,5,8,8,6,5,7,4,7,6,9,8,7,6,5,7,8,3,6,7,8,8,8,8,3,7,2,7,8,1,0,0,0,0,8,8,1,2,1,2,2,"I think the study is trying to show if people do believe in others. It would be based on a persons thinking about themselves and their willingness to help those in need. Furthermore, the experiment is about competition and how people compete with eachother.",no,3,6,3,6,72,1,Aller蜋d,22,55.66670227,12.58329773,-1,,7,1
R_3GjKU0QQpfI0lSC,Default Response Set,,,,192.38.127.155,,10/26/15 08:07,10/26/15 12:37,1,1,1,0,0,73.566,0,1,2001,1,0,0,9.28,0,,,,,,,1,4,1,i choose 2000 because it will increase the group amount and safe points for myself,1,6,2,9,9,8,3,7,9,4,9,6,9,7,7,7,2,4,6,6,6,1,7,3,6,8,4,8,7,8,2,5,4,1,1,0,0,0,9,9,1,2,1,2,2,"the plan was to first with very little information, how selfish you are in a sosiaty/group. \Later you were given questions about your own trends in groups and family life.",no,2,6,7,2,76,1,copenhagen,26,55.66670227,12.58329773,-1,,5,1
R_3hcBTvKT9e0rxOw,Default Response Set,,,,192.38.127.155,,10/27/15 09:58,10/27/15 10:43,1,1,1,0,0,60.215,0,1,,,,,,,3,1,0,0,49.796,0,1,9,9,"IF EVERYBODY OFFER TO GET THE HIGHEST AMOUNT OF MONEY, YOU WILL BE ABLE TO GET THE MOST OUT OF YOUR ADDICNALT FEED",1,7,6,9,5,7,6,3,5,4,5,2,8,2,2,3,5,8,5,5,7,4,8,6,6,4,6,3,5,9,8,3,5,1,1,1,0,0,3,6,3,2,1,1,2,"THE STUDY INDICATE ON A PERSON'S PERSONALITY, A OPEN PERSON WILL PROPERLY OFFER MORE MONEY THEN A CLOSE PERSON BUT IT DEPENDS ON THE PERSON AND THE GOAL THEY WANT TO ACHIEVE",NO,5,2,5,9,72,1,"Copenhagen, Denmark",17,55.66670227,12.58329773,-1,,7,7
R_3HIHzX5R8xWw34m,Default Response Set,,,,192.38.127.149,,10/30/15 10:05,10/30/15 10:41,1,1,1,0,0,67.562,0,1,2055,1,0,0,23.005,0,,,,,,,1,4,4,i dont know,1,5,2,8,6,5,5,4,6,5,5,6,7,3,5,5,7,9,8,7,9,7,9,8,9,6,4,9,8,6,6,2,7,1,1,0,0,0,5,8,1,2,3,2,2,i think it was trying to show how i act around people and how i respond to strangers and if i trust people in general. And if i wanted to share some of mine with others and if i think about how others needs are before my own,no,6,4,3,3,76,2,"denmark, charlottenlund",14,55.66670227,12.58329773,-1,,6,6
R_3Hw9IZ4osgF7Sk9,Default Response Set,,,,192.38.127.163,,10/30/15 10:07,10/30/15 10:32,1,1,1,0,0,34.911,0,1,3000,1,0,0,8.536,0,,,,,,,1,9,1,"I think I like the idea of making everyone better of. If everyone acted like me, we would have the highest aggregated welfare. It's kind of like Kant's philosophy of morale, that you're own actions should be an example to everyone.",1,8,1,9,8,8,7,8,7,3,5,4,6,1,5,7,3,9,9,9,7,7,8,7,9,2,2,3,5,5,3,4,7,3,1,0,0,0,7,9,1,2,1,2,2,to what degree people are willing to sacrifice some of their own welfare in order to achieve higher group welfare.,"well I doubted that people would act like me and put in the whole amount, but I hoped it.",4,5,2,2,75,3,"Vedb蚠k, Denmark",25,55.66670227,12.58329773,-1,,7,1
R_3HYzBDxf89YhCZI,Default Response Set,,,,192.38.127.150,,10/29/15 10:02,10/29/15 10:33,1,1,1,0,0,51.072,0,1,,,,,,,501,1,0,0,22.051,0,1,9,1,"If no contribution is made, one can only get the same, or more money than before. Contributing can give you both less or more.",1,8,6,9,9,9,7,9,2,7,9,3,8,2,6,8,2,9,7,7,5,6,9,6,7,7,7,7,3,7,7,4,6,1,0,0,0,0,6,7,3,3,3,1,2,Correlation between interest in most monetary gain and empathic qualities.,no,9,3,5,4,76,1,"Fensmark, Denmark",26,55.66670227,12.58329773,-1,,7,1
R_3I3pyPN9Tr3QfBJ,Default Response Set,,,,192.38.127.143,,10/26/15 08:08,10/26/15 12:35,1,1,1,0,0,108.41,0,1,724,1,0,0,9.21,0,,,,,,,1,9,1,"I choose to contribute with this amount, because I did not want to contribute with all of my money and neither did I want only to contribute with none. But now afterwards I see that it would actually would have been better if would have contributed with more",1,7,9,9,8,7,9,7,6,2,7,2,9,3,5,7,3,6,2,8,7,1,6,4,7,4,3,7,5,7,4,2,3,1,0,0,0,0,2,8,3,1,3,1,2,"I think it was to make a personality test of us, to see how interact and how we think.",no,3,5,2,6,76,1,"Aalsgaarde, Denmark",27,55.66670227,12.58329773,-1,,7,1
R_3ir6DF3TYxsCvID,Default Response Set,,,,192.38.127.152,,10/30/15 10:06,10/30/15 10:32,1,1,1,0,0,53.09,0,1,,,,,,,373,1,0,0,21.522,0,1,9,1,Because I wanted a high outcome for myself,1,6,5,8,8,5,8,7,5,2,7,9,8,7,8,7,2,7,2,7,8,3,7,3,5,3,1,5,3,7,3,5,2,1,1,0,0,0,4,6,1,1,2,1,2,"Profiling different types of characters, and seeing how they'd act in a situation, were they could choose to possibly benefit the group or themselves.",No,9,6,3,6,77,1,"R蜋dovre, Denmark",24,55.66670227,12.58329773,-1,,7,1
R_3J2FRhgmYeepB2S,Default Response Set,,,,192.38.127.142,,10/29/15 07:54,10/29/15 08:40,1,1,1,0,0,70.332,0,1,,,,,,,2001,1,0,0,63.554,0,1,9,4,intuition,1,7,4,9,3,3,7,3,2,5,9,3,9,6,5,5,3,8,9,7,9,5,4,7,6,1,5,3,6,9,6,2,8,1,1,0,0,0,8,9,3,2,1,2,2,egoisme over for villigheden til at bidrage til f蚠llesskabet,no,4,4,4,4,77,1,"Birker蜋d, Denmark",20,55.66670227,12.58329773,-1,,7,5
R_3JEJqIE1bInFVsy,Default Response Set,,,,192.38.127.159,,10/30/15 12:22,10/30/15 12:46,1,1,1,0,0,67.6,0,1,3000,1,0,0,9.215,0,,,,,,,1,9,1,I chose to contribute with 30 dkk because i hope that the orthers also does it. if they do we all will earn 60 dkk. But i know if i chose to contribute with 0 dkk then there could be a chance that i would earn 70 dkk. But if that was the case then the 3 orthers also had to give their 30 dkk and if they didnt then i would earn less.,1,4,3,7,7,4,5,6,5,3,4,6,5,2,4,4,6,8,5,8,7,7,9,8,6,1,5,6,5,5,2,6,4,1,1,0,0,0,7,8,1,2,1,2,2,it is trying to show us how people think i guess.. it was trying to show us with competition and business,no,6,4,3,3,76,1,k蜋benhavn,24,55.66670227,12.58329773,-1,,7,1
R_3Jk1PQiXeXQ8fRt,Default Response Set,,,,192.38.127.147,,10/29/15 10:02,10/29/15 10:32,1,1,1,0,0,54.989,0,1,996,1,0,0,9.348,0,,,,,,,1,9,1,"Jeg havde 10 sekunder, s外 det blev lidt af en panikbeslutning. Jeg valgte. at byde ind med 10 kroner, da jeg s外 ville bidrage 1/3 af min formue til min gruppe. Jeg gik ud fra, at min gruppe gennemsnitligt l蚠gger cirka de 15 kroner i puljen hver, s外 derfor gik jeg lidt under gennemsnittet, s外 jeg kunne tjene mere p外 egen h外nd.",1,5,7,6,4,6,4,6,5,6,7,4,7,4,5,6,4,5,3,6,7,2,7,5,7,5,6,6,4,3,6,2,7,1,0,0,0,0,3,7,3,2,1,1,2,"Det viste os, at de 蜋konomiske principper (s外som rationel tankegang) passede godt p外 vores handlinger som k蜋bere og s蚠lgere p外 et marked. Vi gjorde hver is蚠r, hvad der var bedst for os selv.",no,4,4,4,4,75,1,"Lyngby, Danmark",23,55.66670227,12.58329773,-1,,7,1
R_3jTgrXne8wnPKPU,Default Response Set,,,,192.38.127.161,,10/26/15 08:08,10/26/15 12:42,1,1,1,0,0,57.504,0,1,1002,1,0,0,13.392,0,,,,,,,1,4,4,"it's a ""save"" amount. You don't risk ending up with no money.",1,8,6,6,8,9,6,6,8,7,7,6,9,5,7,7,6,7,9,9,8,7,8,8,9,2,2,6,5,4,3,5,7,1,0,0,0,0,4,6,3,3,3,1,2,"how people are willing to risk for eachother. Do we people think only about ourselves or do we care more about other people and are willing to take a risk. This study must also be about trust: can we trust strangers or not. This study was trying to show it with different questions about ""us"".",I am afraid that I misunderstood the second question.,6,2,4,2,77,2,"Holte, Denmark",16,55.66670227,12.58329773,-1,,6,5
R_3jTllJR6LOMHTOP,Default Response Set,,,,192.38.127.147,,10/27/15 12:43,10/27/15 13:40,1,1,1,0,0,54.737,0,1,0,1,0,0,8.969,0,,,,,,,1,9,1,"Because i wanted to get highest amount of money for myself, and thereby hoped that the other people would do the opposite of me.",1,6,4,6,5,9,7,6,5,4,7,6,9,5,4,7,6,8,4,7,8,3,6,8,8,1,3,8,3,5,6,2,3,1,1,0,0,1,4,6,1,3,2,2,2,"I think it is trying to establish a correlation between the decision making in this experiment and what type of person you are, with the purpose of increasing our knowledge of how people makes decisions, what people make which decisions.\This is obviously by making the participant make a decision before answering the following questions, so the decision making is unaffected by the questions, and your reflections on those questions.",I had some doubts making the decision and they where enhanced as i started answering the questions. And also when i was answering the questions i had some doubts.,5,2,6,2,74,1,Slangerup,15,55.66670227,12.58329773,-1,,7,1
