V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,,,,,
R_2V4omzyhwZv7oeR,Default Response Set,,,,134.76.136.66,,14.09.2015 13:01,14.09.2015 14:19,1,1,1,0,0,86.776,0,1,,,,,,,400,1,0,0,15.619,0,1,9,9,Weil mein Beitrag und die Beitrí_ge der Andere verdoppelt werden. Der Gesamtbeitrag wird nach gleichen Kí_pfen auf die Mitglieder der Gruppe verteilt.,1,3,7,3,2,9,3,3,2,3,2,2,1,1,2,2,9,9,6,9,9,9,8,9,2,1,2,5,6,2,2,8,2,2,0,5,0,0,8,9,1,3,1,2,2,Entscheidungsfindung unter Berí_cksichtigung von mehreren Alternativen und deren Einschí_tzung.,Ich kenne meine Mitspieler í_berhaupt nicht. Sie kí_nnen eine total andere Meinung haben. Gewinnstreben z.B.,5,4,4,4,45,1,Hí_rden am Harz,0,51.53640747,9.938995361,-1,,51,0,1,0
R_2VmEolediFY2mwY,Default Response Set,,,,134.76.136.66,,10.09.2015 10:08,10.09.2015 10:54,1,1,1,0,0,79.474,0,1,,,,,,,400,1,0,0,31.515,0,1,9,1,"Ich gehe davon aus, dass alle anderen Teilnehmer genauso sozial handeln werden, wie ich es getan habe. Ich gehe davon aus, dass sich in meiner Gruppe kein Egoist befindet, der nichts zahlt.",1,8,9,8,7,7,6,7,6,5,4,5,1,2,5,3,4,5,6,9,7,6,7,6,7,2,2,4,6,3,4,7,7,3,2,2,0,1,6,8,1,3,3,2,2,"In wie weit man als Individuum auf finanzieller Basis Unbekannten trauen kann, die man nicht zuvor sieht. Was man bereit ist abzugeben, ohne zu wissen, was man zurí_ck erhí_lt.","Ich besaíô Zweifel daran, ob nun die soziale Sicht (mehr geben = mehr Verdienst) oder die egoistische Sicht (weniger geben = mehr Verdienst) besser sei.",3,4,3,4,75,1,"Deutschland, Eschwege",0,51.53640747,9.938995361,-1,,21,1,1,1
R_2VqqDzY3byvBYfu,Default Response Set,,,,134.76.136.60,,14.09.2015 11:05,14.09.2015 11:53,1,1,1,0,0,62.987,0,1,,,,,,,,1,0,0,28.315,0,1,9,1,"Manchmal vertraue ich der Vernunft anderer, manchmal nicht. Die Mitte ist ein Kompromiíô.",1,9,3,8,7,8,7,7,2,1,8,1,6,2,6,3,3,4,3,4,7,6,4,3,2,2,1,1,7,5,4,1,2,2,0,15,0,2,5,7,3,2,3,1,2,Messung des Grades des Vertrauens und der Bereitschaft zur Kooperation zwischen einander unbekannten Personen innerhalb der Gesellschaft.,nein,9,5,3,5,57,1,Gí_ttingen,0,51.53640747,9.938995361,-1,,39,0,0,0
R_2Vt3eIDzFNn3fd6,Default Response Set,,,,134.76.136.60,,15.09.2015 10:58,15.09.2015 11:47,1,1,1,0,0,50.071,0,1,,,,,,,50,1,0,0,20.239,0,1,9,1,"weil ich etwas Geld einzahlen wollte, mir aber nicht sicher war ob dies die anderen Gruppenmitglieder genauso tun.",1,3,3,7,3,7,4,7,4,4,6,3,5,2,6,4,4,7,6,7,8,8,7,6,7,2,7,5,7,4,7,5,7,4,1,15,0,10,3,7,3,3,1,1,2,Das Vertrauen in Fremde Personen,nein,2,3,4,4,74,2,"Vellmar, Deutschland",0,51.53640747,9.938995361,-1,,22,1,1,1
R_2VxdRABCDcrT7bU,Default Response Set,,,,134.76.136.60,,10.09.2015 13:54,10.09.2015 14:48,1,1,1,61.008,61.008,66.13,1,1,158,1,0,0,9.597,0,,,,,,,1,9,1,In erster Linie der Zeitdruck,1,3,4,9,7,7,5,5,6,7,3,3,1,1,2,1,7,6,3,6,7,7,8,6,7,2,4,7,6,3,2,5,1,4,0,8,0,2,3,7,3,2,3,1,2,Ich habe keine Ahnung...,nein,9,7,9,7,68,2,Deutschland,0,51.53640747,9.938995361,-1,,28,1,1,1
R_2w5FZEoH5ywDzTW,Default Response Set,,,,134.76.136.83,,14.09.2015 13:00,14.09.2015 14:16,1,1,1,0,0,73.401,0,1,,,,,,,80,1,0,0,11.662,0,1,9,1,"Unsicherheit bezí_glich der Entscheidungen der anderen, aber keine besondere Kalkulation",1,7,9,9,3,8,3,8,3,3,2,2,2,1,3,4,2,2,3,6,3,8,6,3,4,2,7,6,2,2,2,3,2,3,0,10,0,2,3,5,3,3,3,1,2,"Ich denke, es wird versucht zu zeigen inwieweit Menschen sich altruistisch verhalten oder auf Vertrauensbasis agieren. Gezeigt werden soll dies indem ich mit Fremden interagiere und um Geld spiele",nein,3,6,2,6,68,2,Deutschland,0,51.53640747,9.938995361,-1,,28,1,1,1
R_2wb1zYhdEY3WTEp,Default Response Set,,,,134.76.136.171,,09.09.2015 15:35,09.09.2015 16:16,1,1,1,0,0,69.626,0,1,311,1,0,0,10.442,0,,,,,,,1,4,5,"Ich denke, dass die meisten mittlere summe angeklict haben.",1,8,9,9,7,2,6,7,4,2,7,5,4,3,5,4,1,8,8,9,9,2,9,4,9,2,5,8,6,8,3,9,8,3,4,6,0,0,5,3,2,1,3,1,2,"Ich denke, in dieser Studie sollte gezeigt werden, wie persí_nliche Erfahrungen unsere Entscheidung beeinflussen.",nein,3,3,2,3,75,2,Zvolen (Slowakei),0,51.53640747,9.938995361,-1,,21,1,1,1
R_2WCssUstznMevVt,Default Response Set,,,,134.76.136.152,,09.09.2015 15:39,09.09.2015 16:16,1,1,1,0,0,68.252,0,1,202,1,0,0,12.063,0,,,,,,,1,5,5,"Entscheide ich mich fí_r den Mittelwert, haben alle am meisten davon.",1,7,6,8,5,8,7,7,8,6,7,5,7,4,8,7,4,7,7,7,9,8,7,6,7,5,8,7,7,7,5,4,7,3,1,5,0,2,6,7,3,3,1,2,2,"Ich denke, es ging darum, zu testen, wie sehr man darauf vertraut, dass die í_brigen Mitglieder í_hnlich handeln, wie man selbst, also dass man sich darauf verlassen kann, dass sie zum Wohl der Gruppe (zugunsten eines mí_glichst hohen Auszahlbetrags fí_r alle) handeln.",nein,3,5,3,5,72,2,"Kassel, Deutschland",0,51.53640747,9.938995361,-1,,24,1,1,1
R_2wKqMjf9Ern7BET,Default Response Set,,,,134.76.136.152,,10.09.2015 10:06,10.09.2015 10:58,1,1,1,0,0,99.49,0,1,400,1,0,0,8.227,0,,,,,,,1,9,1,"Ich habe mich fí_r die Option entschieden mein ganzes Etat in die Gruppe zu stecken, da es fí_r mich wichtig ist, dass die GRUPPE erfolgreich ist und nicht ich an erster Stelle stehe.",1,6,4,7,5,7,6,8,9,7,9,2,9,8,8,9,1,8,9,8,9,9,9,7,5,3,7,8,9,4,4,3,8,3,5,5,0,1,7,9,3,3,3,2,2,"Meiner Meinung nach wurde hier sehr intensiv der Gedanke des Vertrauens an Fremden analysiert, da man durch die Entscheidung quasi den anderen vertraut, dass sie einem behandeln, wie sie selbst behandelt werden wollen. Die Frage ist, was fí_r ein Ziel eine Person hat. Versucht sie das Maximum an Geld rauszuholen, kann es je nach Gruppe auch schief gehen, da sich ja alle entscheiden kí_nnten, nichts zu investieren.\Es wird auch teilweise analysiert, ob man (bei ungleicher Investition innerhalb der Gruppe) sich í_rgern wí_rde, wenn jemand aus der eigenen Gruppe mehr Geld gewonnen hat als man selbst.",1. Denken die anderen so wie ich?\2. Kann ich meine Mitspieler vertrauen?\3. Was ist fí_r die Gruppe am besten?,9,3,4,5,77,1,"Zaragoza, Spanien",0,51.53640747,9.938995361,-1,,19,1,1,1
R_2wztjKxMrI3cF9q,Default Response Set,,,,134.76.136.62,,15.09.2015 09:02,15.09.2015 10:17,1,1,1,0,0,76.304,0,1,,,,,,,400,1,0,0,21.817,0,1,9,1,"Ich hoffe darauf, dass auch die anderen Mitglieder meines Teams sich fí_r 4 Euro entscheiden und wir so als Gruppe den Grí_íôten Gewinn erziehlen. Sollte dem nicht so sein, werde ich mich beim zweiten Mal anders entscheiden.",1,4,1,9,9,9,3,7,8,7,5,4,2,6,8,4,3,9,5,9,9,9,9,1,7,2,2,8,7,7,7,5,6,4,0,5,0,4,7,7,3,3,1,2,2,"Na hoffentlich das, was zuvor angegeben wurde.",Das ich lediglich mit einem Algorithmus interagiere,6,3,9,6,70,1,"Bremen, Deutschland",1,51.53640747,9.938995361,-1,,26,1,1,1
R_2YFX87LMBJwErIl,Default Response Set,,,,134.76.136.120,,09.09.2015 09:59,09.09.2015 10:46,1,1,1,0,0,61.507,0,1,,,,,,,200,1,0,0,21.485,0,1,9,9,weil Menschen nicht immer kooperativ agieren und ich somit einem grí_íôeren Verlust vorbeuge,1,9,6,9,8,5,8,6,6,7,7,6,1,2,7,1,3,8,5,7,9,8,3,9,5,2,2,1,9,4,2,5,2,3,10,0,0,6,6,8,3,3,3,2,2,konkurrenzverhalten im kontext sozialer hierarchien und deren emotionale belastungen,ní_,2,5,9,6,73,2,Meiíôen,0,51.53640747,9.938995361,-1,,23,1,1,1
R_2ygd2VkJbKBfuEp,Default Response Set,,,,134.76.136.184,,10.09.2015 15:36,10.09.2015 16:16,1,1,1,0,0,34.398,0,1,,,,,,,0,1,0,0,13.326,0,1,9,9,weil ich das gelesen habe,1,9,9,7,9,9,4,9,9,9,9,9,9,6,9,9,2,4,4,2,5,5,9,5,4,2,6,3,2,7,6,9,9,3,10,10,0,0,2,4,2,1,2,1,2,"diese Studie zeigen verschiedene Einflussfaktoren auf Charaktereigenschaften eines Menschen. Z.B: jemand, der gute Erziehung von Eltern bekomen hat, ist auch groíôzí_gig und vllt vertraut anderem auch einfacher",nein,7,2,7,2,69,2,"Hanoi, Gí_ttingen",0,51.53640747,9.938995361,-1,,27,1,1,1
R_2ylbsKjtFAmoJvV,Default Response Set,,,,134.76.136.171,,10.09.2015 11:33,10.09.2015 13:22,1,1,1,0,0,65.677,0,1,100,1,0,0,25.698,0,,,,,,,1,9,1,ich wollte zu dem Gewinn der Gruppe beitragen und habe mich zur Absicherung fí_r einen mittleren Wert entscheiden wollen.,1,6,8,9,8,8,7,7,6,7,5,6,4,4,5,4,5,6,6,8,8,9,6,3,5,3,7,5,4,6,4,9,6,1,0,5,0,1,6,5,3,2,3,1,2,"ich denke es soll gezeigt werden, in wie weit man den anderen in der Gruppe vertraut und ob man glaubt dass alle der Gruppe versuchen den grí_íôtmí_glichen Gewinn fí_r alle Beteiligten oder nur fí_r sich rauszuholen. Da durch, dass man einen Betrag zu Verfí_gung gestellt bekommen hat und man gesagt bekam, drei weitere Personen in diesem Raum wí_rden mit í_ber den Ausgang entscheiden, mit wie viel Geld man nach Hause ginge.",nein,9,4,2,6,73,2,"Bremerhaven, Deutschland",1,51.53640747,9.938995361,-1,,23,1,1,1
R_2zdXh4sekCYVArT,Default Response Set,,,,134.76.136.167,,09.09.2015 10:00,09.09.2015 10:48,1,1,1,0,0,62.205,0,1,120,1,9.853,9.853,16.975,1,,,,,,,1,9,9,ich wollte anfangs noch nicht so viel investieren,1,5,2,7,6,7,4,7,7,2,9,1,3,5,8,9,2,8,7,9,8,9,7,6,5,1,2,5,6,7,2,9,9,1,0,7,0,3,6,6,3,2,3,2,2,wie hí_ngt die investitionseinscheidung von eigene persí_nlichkeit ab,nein,9,6,2,6,73,2,Litauen,0,51.53640747,9.938995361,-1,,23,1,1,1
R_2ZV7OMVE880Rxk6,Default Response Set,,,,134.76.136.60,,09.09.2015 10:02,09.09.2015 10:56,1,1,1,0,0,123.201,0,1,,,,,,,295,1,15.354,15.354,29.071,1,1,9,1,"Ich wollte meinen Gewinn maximieren, aber bin mir nicht sicher wieviel Geld die anderen bereit sind zur Gruppe zu geben",1,9,5,9,6,7,6,6,9,4,8,4,6,6,6,3,4,8,7,7,7,7,7,7,8,4,9,8,7,8,3,9,9,3,0,10,0,0,7,9,3,3,1,2,2,"Ich glaube, das heutige Experiment geht um Vertrauen und Entscheidungen, die durch andere beeinflusst werden kann. Je man den anderen mehr vertraut, desto mehr investiert man in dem Projekt.",Nein,3,2,2,4,67,2,"Bogota, Kolumbien",0,51.53640747,9.938995361,-1,,29,1,1,1
R_2zYZoLBGFckMZAa,Default Response Set,,,,134.76.136.83,,15.09.2015 09:01,15.09.2015 10:17,1,1,1,0,0,71.726,0,1,77,1,0,0,11.429,0,,,,,,,1,9,9,"Weil ich sicher gehen mí_chte, dass ich auf jeden Fall einen gewissen Betrag fix erhalte und der andere ""eingesetzt"" wird um meinen Betrag zu maximieren.",1,7,9,9,4,8,8,8,8,9,9,9,9,7,9,7,1,7,2,8,8,6,7,6,7,5,1,2,5,9,5,3,8,1,0,3,0,0,2,8,3,3,3,1,2,"Es soll geklí_rt werden, iwieweit Personen Geld einsetzen zum Gemeinwohl, wovon alle einen Vorteil haben oder lieber auf ""Nummer sicher gehen"" und das Geld komplett fí_r sich zu behalten.",nein,9,7,9,7,73,1,Hildesheim,0,51.53640747,9.938995361,-1,,23,1,1,1
R_3CK6aXjy2odUcG8,Default Response Set,,,,134.76.136.152,,11.09.2015 12:19,11.09.2015 13:18,1,1,1,0,0,89.788,0,1,,,,,,,300,1,0,0,30.785,0,1,9,9,Wurde willkí_rlich gewí_hlt,1,4,9,7,3,5,5,5,6,2,6,2,3,1,5,2,6,7,8,7,9,7,8,6,9,4,3,2,7,4,4,6,5,1,5,5,0,2,4,8,2,3,3,1,2,"Persí_nlichkeitsstudie, wie hí_ngt Persí_nlichkeit und gewissen Charakterzí_ge mit Entscheidung zusammen",ob ich mich richtig entschieden habe,9,6,9,6,70,2,"Deutschland,Sarstedt",0,51.53640747,9.938995361,-1,,26,1,1,1
R_3Dd5fFivLOdVzgS,Default Response Set,,,,134.76.136.60,,11.09.2015 12:17,11.09.2015 13:24,1,1,1,0,0,45.884,0,1,,,,,,,399,1,0,0,29.701,0,1,9,9,Es ist fí_r mich wichtig positiv zu denken.,1,5,5,9,9,9,4,7,4,4,9,4,9,1,5,5,9,7,9,7,9,9,7,9,9,2,1,9,4,9,1,4,2,4,2,3,0,0,3,8,1,3,1,2,2,Meiner Meinung nach geht es diese Studie um Menschen gegenseitig Vertrauen und hilfen im sozialen Leben.,nein,4,3,4,4,68,2,VR China,0,51.53640747,9.938995361,-1,,28,1,1,1
R_3Do5mxKgxzVNO1e,Default Response Set,,,,134.76.136.184,,09.09.2015 11:37,09.09.2015 13:25,1,1,1,0,0,55.423,0,1,400,1,0,0,6.161,0,,,,,,,1,9,1,"Vertrauen darauf, dass alle mitziehen und ihre 4 Euro in den Pot werfen... Also unterm Strich fí_r die ganze Gruppe handeln.",1,7,9,9,7,8,7,7,7,2,6,2,4,1,6,7,4,7,1,8,9,9,8,6,8,2,6,3,6,2,3,5,6,1,4,4,0,0,7,10,3,3,1,2,2,"Das Verhalten in einer Gruppe, in der man anonym ist. Wie man unbeobachtet handelt. Wie man mit mit seinen Mitmenschen umgeht, wenn man fí_hr die Konsequenzen nicht belangt wird.",Nein.,9,5,2,6,71,1,Frankfurt am Main,0,51.53640747,9.938995361,-1,,25,1,1,1
R_3dRjpJcGpf3oVYY,Default Response Set,,,,134.76.136.48,,09.09.2015 10:03,09.09.2015 10:54,1,1,1,0,0,107.57,0,1,400,1,0,0,12.059,0,,,,,,,1,9,9,"je hí_her die Investition, desto hí_her der mí_gliche Gewinn",1,6,4,7,8,8,3,8,6,2,8,5,7,4,4,6,5,8,7,9,9,8,7,6,8,5,6,8,6,6,8,9,9,2,4,4,0,1,3,8,3,1,2,2,2,"vermutlich soll hier untersucht werden, wie sehr man selbst bereit ist, anderen zu helfen, wobei man wí_hrenddessen auch die Vor- und Nachteile abwí_gt, die sich dabei fí_r einen selbst ergeben","es soll eine Entscheidung getroffen werden, wie sehr man anderen helfen oder vertrauen mí_chte, dabei ist jedoch komplett unklar, wie sich die anderen Teilnehmer verhalten und ob sie in gleichem Maíôe bereit sind, anderen Menschen zu helfen und zu vertrauen.",3,5,3,4,77,2,"Deutschland, Hannover",0,51.53640747,9.938995361,-1,,19,1,1,1
R_3DvHjKiZ8zfCQfC,Default Response Set,,,,134.76.136.152,,10.09.2015 13:57,10.09.2015 14:54,1,1,1,0,0,75.419,0,1,,,,,,,240,1,0,0,24.213,0,1,7,5,"Da ich etwas zum Gruppenprojekt beitragen wollte, aber nicht allzu viel.",1,8,7,8,5,8,8,5,7,5,2,6,5,3,7,4,5,7,6,7,8,3,4,7,7,2,2,4,4,5,4,2,5,1,1,1,0,0,7,9,1,2,1,2,2,"Ich denke, dass gezeigt werden sollte, wie sehr das Vertrauen in andere Menschen die Investition in ein Gruppenprojekt beeinflusst. Dabei gibt es womí_glich einen Zusammenhang zwischen einem groíôen Vertrauen in Andere und einer positiven Investitionsentscheidung.","Hoffentlich investieren alle etwas ins Gruppenprojekt, dann bekommen wir am Ende mehr.",2,6,9,6,71,2,Arnsberg,1,51.53640747,9.938995361,-1,,25,1,1,1
R_3EcWK3anENATWUN,Default Response Set,,,,134.76.136.62,,15.09.2015 11:01,15.09.2015 11:50,1,1,1,0,0,99.495,0,1,,,,,,,250,1,0,0,23.608,0,1,9,1,"Da ich unsicher bin wie viel Geld die anderen investieren, habe ich nicht das ganze Geld investiert um noch Gewinn zurí_ckzubehalten. Da ich aber an den Verstand der anderen glaube habe ich mehr als die Hí_lfte investiert.",1,8,6,8,7,2,7,7,2,2,6,1,1,1,3,5,7,7,6,8,7,7,7,6,9,4,3,1,8,3,2,4,2,1,4,4,0,1,7,8,1,2,3,2,2,Inwieweit vertraut man in das Gutmenschentun oder das Denken eines homo oeconomicus  anderer Personen und wie weit ist man egoistisch,Keiner verlí_sst sich vollkommen auf die Gruppe.,2,3,4,3,72,1,"Warburg, NRW",1,51.53640747,9.938995361,-1,,24,1,1,1
R_3EgmHwSiTZn17lO,Default Response Set,,,,134.76.136.120,,11.09.2015 12:19,11.09.2015 13:16,1,1,1,0,0,81.604,0,1,,,,,,,200,1,0,0,18.078,0,1,9,9,weil es so in der Beschreibung stand,1,8,8,8,9,9,6,8,9,6,6,6,8,8,9,7,7,6,9,8,9,9,8,7,9,7,8,8,8,9,9,8,9,4,3,3,0,1,3,5,2,3,3,1,2,bestimmte Szenarien zur Vermí_gensverteilung,nein,9,6,2,6,68,1,Moskau,0,51.53640747,9.938995361,-1,,28,1,1,1
R_3ek72ULEeM15ZA9,Default Response Set,,,,134.76.136.232,,14.09.2015 11:06,14.09.2015 11:50,1,1,1,0,0,51.206,0,1,0,1,0,0,17.111,0,,,,,,,1,9,9,"Da anonym keine Kontrolle der jeweiligen mitwirkenden Personen stattfinden kann, ist das Vertrauen, dass alle anderen auch 400 cent investieren gleich null.",1,6,9,8,8,8,5,7,7,2,8,2,5,1,5,3,8,7,7,7,8,7,8,9,7,7,6,7,5,2,2,1,6,3,1,12,0,1,1,7,3,3,3,1,2,Hier geht es Erfahrungen des Vertrauens und Kontrolle in andere Menschen.,nein,4,3,2,2,52,1,Leipzig,0,51.53640747,9.938995361,-1,,44,0,1,0
R_3EKZDgF4ptM16Kg,Default Response Set,,,,134.76.136.48,,10.09.2015 11:34,10.09.2015 13:18,1,1,1,0,0,98.9,0,1,,,,,,,200,1,0,0,18.611,0,1,9,1,"Ich habe mich fí_r 200 cent entschieden, da ich es fí_r einen guten Kompromiss und ein relativ geringes Risiko erachte. Dennoch besteht die Mí_glichkeit einen relativ hohen Gewinn zu erzielen.",1,6,5,9,6,8,4,5,8,7,9,7,4,7,6,7,2,8,6,7,8,8,7,6,9,1,9,9,7,9,2,3,9,4,2,10,0,3,8,10,3,3,1,2,2,"Ich denke, dass in dieser Studie das Verhí_ltnis zwischen einem Selbst und anderen Menschen herausgefunden werden soll. Insbesondere geht es um Vertrauen und die Kompromissbereitschaft gegení_ber anderen. In wieweit man die eigenen Ziele hinter andere stellen wí_rde.",nein,4,5,5,2,74,2,Hamburg,0,51.53640747,9.938995361,-1,,22,1,1,1
R_3ErNqlAWnwWAcQC,Default Response Set,,,,134.76.136.184,,14.09.2015 11:03,14.09.2015 11:49,1,1,1,0,0,70.584,0,1,,,,,,,100,1,0,0,21.8,0,1,9,9,"Ein Euro ist kein zu hoher Verlust, generell hoffe ich einfach darauf, dass die anderen mehr reinzahlen.",1,7,6,9,6,7,8,7,6,7,6,7,1,1,5,1,2,5,5,3,6,8,7,3,8,1,1,5,3,6,3,4,3,4,2,2,0,1,3,8,3,3,3,2,2,"Inwiefern ein Mensch bereit ist, ein Risiko einzugehen, anderen dabei zu vertrauen und somit der Gruppe insgesamt etwas Gutes zu tun - bei der Gefahr, selbst zu verlieren.","Ich glaube, dass kaum jemand sein ganzes Geld investieren wird. Haben und nicht haben - das schlieíôt mich nicht aus.",2,2,2,6,72,2,"Niedersachsen, Einbeck",0,51.53640747,9.938995361,-1,,24,1,1,1
R_3erwd54pJcEm4yZ,Default Response Set,,,,134.76.136.66,,09.09.2015 11:49,09.09.2015 13:23,1,1,1,0,0,69.295,0,1,,,,,,,32,1,0,0,54.371,0,1,9,1,"Wenn ich meine gegení_ber gekannt hí_tte, und Ihnen vertrauen wí_rde, hí_tte ich den ganzen Betrag gestezt, um zu hoffen und auch davon auszugehen, dass sich alle fí_r das Wohl der anderen entscheiden. \\Da ich aber die anderen nicht kenne, geh ich davon aus, dass einer der 4 sich warhschienlich egoistisch entscheiden wird. Wenn ich so auch noch das beste aus der Situation machen will, gebe ich selbst wenig ab!",1,6,6,7,6,6,5,6,5,4,4,5,5,2,6,2,6,8,7,6,9,6,5,8,7,3,6,7,5,3,7,5,5,4,5,5,0,0,4,8,3,3,3,1,2,"Gute Frage. Endweder sollten die Zusammenhí_nge von der Persí_nlichkeit also Harmonie/Gruppen-Mensch in Zusammenhang auf die Entscheidung í_berprí_ft werden. Oder der Zusammenhang zwischen Vertrauen zu Fremden und der Entscheidung im Experiment. \\Ich muss an dieser Stelle sagen, das ich aus dem Bereich der Wirtschaft komme und generell í_ber solche í_konomischen Entscheidung schon nachgedacht habe, und deswegen meine Entscheidung vielleicht aus misstrauischer ausgefallen ist.","Bereits im mvorherigen Feld vielleicht deutlich geworden. Ich hatte den Zweifel, dass vielleich tmehere Menschen anwesend sind die eine í_konomische Entscheidung fí_llen, also die glauben, dass sie mit dem meisten Geld rauskommen wenn sie egoistisch entscheiden, weil es aus í_konomischer Sicht so oft der Fall ist. Deswegen habe ich nicht daran geglaubt, dass alle aus der Gruppe das beste fí_r das Gruppenwohl tun und mich deswegen auch selbst dagegen entschieden.",5,4,3,4,70,2,Deutschland,0,51.53640747,9.938995361,-1,,26,1,1,1
R_3Eu5FadWbA9q86m,Default Response Set,,,,134.76.136.184,,11.09.2015 12:16,11.09.2015 13:17,1,1,1,0,0,77.925,0,1,324,1,0,0,11.638,0,,,,,,,1,9,1,Je 2 Cent wird 1 Cent als Gewinn draufgeschlagen.,1,7,8,8,8,7,7,8,8,6,8,2,4,1,6,6,7,8,7,8,9,8,8,2,7,4,7,5,5,3,4,5,3,3,8,8,0,2,3,8,3,3,1,2,2,"Die Interaktion bei Entscheidungen, wenn es um Geld geht und wie wichtig es ist, fí_r sich selbst am meisten herauszuziehen.",nein,3,5,2,6,67,2,Niedersachsen,0,51.53640747,9.938995361,-1,,29,1,1,1
R_3fISrlmeE99A5Ci,Default Response Set,,,,134.76.136.60,,10.09.2015 11:33,10.09.2015 13:14,1,1,1,0,0,56.952,0,1,,,,,,,200,1,0,0,16.131,0,1,9,9,"2 Euro selber behalten, 2 Euro in das Gruppenprojekt investieren",1,5,8,9,7,4,8,9,3,2,6,2,6,9,3,7,2,5,5,3,9,6,4,9,8,1,1,8,3,4,7,3,9,3,6,6,0,1,4,4,3,2,1,2,2,"Es sollte versucht werden herauszufinden, wie einzelne Personen in der Zusammenarbeit mit anderen interagieren und wie sehr sie auch das Vertrauen in andere Leute setzen.",Nein,5,4,5,4,71,2,"Badbergen, Deutschland",0,51.53640747,9.938995361,-1,,25,1,1,1
R_3fnBqgvSUB4MLTj,Default Response Set,,,,134.76.136.171,,10.09.2015 13:53,10.09.2015 14:52,1,1,1,0,0,68.324,0,1,198,1,0,0,8.971,0,,,,,,,1,9,1,"Ich habe einen Mittelwert angestrebt (eigentlich 200), aber habe auf die schnelle nur die 198 gefunden und dachte, dass ist ja jetzt auch egal,ob 200 oder 198",1,5,6,9,7,5,5,5,6,6,5,3,5,4,5,5,3,6,2,7,9,7,5,3,6,3,3,8,2,5,5,5,2,4,15,15,0,2,4,9,1,3,3,1,2,"Inwiefern ist man bereit fremden Leuten zu vertrauen, wie viel Rí_cksicht nimmt man selbst im Zuge des Gruppenwohls\Passt der gespendete Betrag in etwa zum Profil der Person (denkt nur an sich, oder auch an andere)",nein,4,4,3,5,70,2,Burgdorf,0,51.53640747,9.938995361,-1,,26,1,1,1
R_3g0hYDuQIy8c4nf,Default Response Set,,,,134.76.136.48,,10.09.2015 13:55,10.09.2015 14:53,1,1,1,0,0,119.49,0,1,83,1,0,0,24.646,0,,,,,,,1,9,1,unsicherheit bzgl der entscheidung der anderen teilnehmer,1,7,9,7,5,7,6,5,7,6,4,5,1,1,4,3,7,7,7,7,7,9,8,5,7,1,4,4,3,5,3,4,4,1,3,3,0,1,4,8,3,3,3,2,2,vertrauen gegení_ber anderen. eigennutzen gegení_ber dem vorteil der mehrheit,nein,9,6,4,4,73,2,"Dannneberg, Deutschland",0,51.53640747,9.938995361,-1,,23,1,1,1
R_3GrLhc8JOE392Vt,Default Response Set,,,,134.76.136.186,,11.09.2015 10:18,11.09.2015 11:27,1,1,1,0,0,44.512,0,1,75,1,0,0,12.139,0,,,,,,,1,9,9,hí_chste Auszahlungsmí_glichkeit,1,2,7,6,7,9,4,5,8,1,5,1,6,2,6,3,4,8,3,7,7,8,3,3,7,2,3,3,6,5,2,5,2,3,1,10,0,0,3,7,3,3,3,2,2,ob Personen sich in monetí_ren Wettbewerbssituationen kooperativ zeigen,nein,5,4,6,2,73,1,"Annweiler am Trifels, Deutschland",0,51.53640747,9.938995361,-1,,23,1,1,1
R_3gUzOzMaKJgLkdT,Default Response Set,,,,134.76.136.186,,15.09.2015 09:00,15.09.2015 10:15,1,1,1,0,0,24.303,0,1,,,,,,,160,1,0,0,20.031,0,1,6,6,bauchgefí_hl,1,7,5,9,5,9,6,6,9,4,9,3,6,3,5,4,5,5,2,2,7,5,7,3,4,3,3,7,5,2,4,5,4,3,0,13,0,0,5,7,2,2,1,2,2,Ich hab keine Ahnung,Nein,9,7,9,7,74,1,Gí_ttingen,0,51.53640747,9.938995361,-1,,22,1,1,1
R_3h9lO0na1f0UOxz,Default Response Set,,,,134.76.136.62,,08.09.2015 09:14,08.09.2015 11:22,1,1,1,57.819,128.109,129.82,2,1,,,,,,,240,1,0,0,17.351,0,1,9,5,,1,4,7,7,7,3,4,5,6,4,6,3,6,1,5,4,8,5,6,6,8,7,8,5,6,7,3,2,5,3,6,2,5,3,1,1,0,2,4,4,3,3,3,1,2,Auf wie kann man andere Leute vertrauen,nein,2,6,3,6,70,2,Vitoria,0,51.53640747,9.938995361,-1,,26,1,1,1
