V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,,HI2_2
R_2ZWg5R7V6nevl0x,Default Response Set,Anonymous,,,130.241.237.193,0,11/11/15 08:49,11/11/15 09:28,1,1,1,0,0,68.029,0,1,,,,,,,40,1,6.576,6.576,9.453,1,1,9,3,Fí_r att jag inte í_r en opportunistisk mí_nniska pí« andras bekostnad.,1,8,1,3,7,4,6,8,3,1,2,1,3,1,8,4,9,8,9,8,8,9,6,9,9,6,4,5,9,2,7,2,7,1,0,4,0,1,4,9,3,3,1,2,2,"Mí_jligtivs ví_lvilja, implicit sammarbete och kanske ett fí_rsí_k till att spegla en mí_nsklig natur i dagens konkurrenstunga samhí_lle med ett starkt nyttotí_nk. Frí«gorna verkar fokusera pí« personlighetsdrag och tillitsfrí«gor. í‹ven familje- och gruppdynamiks frí«gor. Pí« vilket sí_tt visar sig fí_rtroende fí_r frí_mlingar i monetí_ra experiment och hur handlar individen utifrí«n de premisser som denne stí_lls infí_r. Ví_ljer de flesta att tí_nka och handla fí_r en sjí_lv eller ví_ljer individen den kollektiva vinsten? ","Mina tvivel riktar sig inte till studien per se utan kanske fí_rdomarna som kommer med lokalens situering, en kí_nsla av exkludering som inte egentligen har med studien att gí_ra med som givetvis pí«verkar vissa aspekter av mina tankar och mí_jligtvis svar.",9,3,4,3,62,2,"Kiruna, Sverige",0,57.71670532,11.96670532,-1,,10
R_308Z77DTYcpit5K,Default Response Set,Anonymous,,,130.241.221.206,0,11/10/15 09:16,11/10/15 10:22,1,1,1,0,0,87.029,0,1,40,1,10.575,10.575,15.634,1,,,,,,,1,9,1,solidaritet,1,8,6,5,5,9,5,8,5,5,7,3,8,1,4,7,6,9,8,9,8,7,8,7,7,6,7,5,7,3,8,7,8,1,0,1,0,1,4,7,2,2,1,2,2,"Medmí_nsklighet, interagera med andra frí_mmande och okí_nda mí_nniskor",Nej,2,4,3,5,59,1,"Kungsbacka, Sverige",0,57.71670532,11.96670532,-1,,3
R_31g87HgKaJ5ZKhk,Default Response Set,Anonymous,,,130.241.219.253,0,4/13/16 08:48,4/13/16 09:18,1,1,1,0,0,45.132,0,1,,,,,,,40,1,3.547,4.897,6.177,2,1,9,1,allt eller inget. Summan í_r endí« liten.,1,8,9,8,7,8,5,6,9,2,9,2,9,8,5,9,2,7,7,9,8,7,7,2,8,2,8,3,2,3,2,8,1,1,0,0,0,0,5,5,1,1,3,1,2,Samla information om hur folk gí_r beslut. ,nej,4,4,4,4,74,1,borí«s,0,57.71670532,11.96670532,-1,,6
R_31vf4TsI4EoUfpg,Default Response Set,Anonymous,,,130.241.230.40,0,11/12/15 07:34,11/12/15 08:21,1,1,1,39.025,39.025,42.088,1,1,12,1,11.069,11.069,17.692,1,,,,,,,1,4,5,Jag bara valde det fanns inte ní«gon tanke direkt och det skulle gí« fort. !0 sekunder í_r inte lí«ng tid . Instruktioner var inte helt lí_tta att ta in sí« snabbt,1,9,5,8,3,8,2,7,8,2,7,1,8,3,1,5,3,7,8,9,7,7,7,7,9,6,7,6,4,8,7,3,6,2,2,2,0,0,2,7,3,1,3,1,2,Om man í_r villig att dela med sig av det man har,Inga direkt fí_rstí«r inte riktigt hur man skulle kunna ha det,9,3,4,6,49,2,Typ ní_r Gí_teborg Sverige,0,57.71670532,11.96670532,-1,,2
R_31WQ988ubiIQlJL,Default Response Set,Anonymous,,,130.241.13.180,0,11/11/15 07:41,11/11/15 08:38,1,1,1,0,0,95.156,0,1,,,,,,,40,1,17.02,17.02,22.736,1,1,9,1,"Med tanke pí« att om alla personer ger 40 kr vardera, fí«r vi tillbaka 80*4. Summan í_r dubbelt sí« stor som om min summa maximeras och samtidigt de andra tjí_nar 20 kr (100+20*3). Risken att fí_rlora 20 kr (om ní«gon i gruppen ví_ljer annat í_n 40 kr) kí_nns befogad dí« fí_rtjí_nsten kan bli sí« stor. Det kí_nns bra att delge gruppen.",1,7,3,8,6,4,8,5,3,7,7,5,7,3,7,6,3,7,3,8,8,1,9,4,5,3,7,2,8,3,7,2,1,2,1,9,0,0,7,9,1,3,1,2,2,Studien ville visa pí« vad mí_nniskor kan offra/riskera i gengí_ld fí_r egen vinst kontra gruppens. Med data hur personen ser pí« gruppsamverkan och hur denne interagerar med andra. Risken och persnolighet kopplas samman fí_r í_kad fí_rstí«else.,Nej,9,6,6,3,73,1,Gí_teborg Sverige,0,57.71670532,11.96670532,-1,,11
R_32L03EbH3kijDKG,Default Response Set,Anonymous,,,130.241.230.40,0,11/12/15 09:57,11/12/15 12:21,1,1,1,0,0,59.747,0,1,,,,,,,,1,0,0,19.77,0,1,5,1,Verkade vara den summan som kan ses som balanserad. I en perfekt ví_rld skulle vi alla ge hela summan till gruppen,1,5,7,5,8,9,7,5,7,1,8,1,7,5,7,5,5,9,9,9,7,7,9,5,5,8,3,5,5,7,2,5,7,3,0,0,0,0,5,8,3,3,3,1,2,Klassisk studie om altruism. Har lí_st om den i kurser tidigare.,Nej,7,9,7,9,38,1,Oxelí_sund Sverige,0,57.71670532,11.96670532,-1,,4
R_3DdqmKr4mHSX89Y,Default Response Set,Anonymous,,,130.241.237.193,0,11/11/15 07:40,11/11/15 08:44,1,1,1,0,0,112.271,0,1,40,1,5.688,9.366,11.003,2,,,,,,,1,9,9,jag tror att vi kan alla ge 40kr och fí« mer tillbaka till hela gruppen. ,1,8,4,8,9,8,5,5,8,7,2,5,1,2,6,7,9,8,9,9,8,8,9,7,7,4,2,3,7,3,5,5,5,4,1,1,0,0,5,6,3,2,1,2,2,"Jag tror att studie vill se hur vi kí_nner om varandra och om vi tí_nka att det í_r bra att dela i gruppen eller om vi vill tar mer fí_r sjí_lv. ge chansen att fí« mer pengar, tar man max till sjí_lv eller max til gruppen, í_ven om to bli mindre en vad man kan fí« sjí_lv.","jag var inte 100% pí« alla ord i alla frí«ga, kanske jag misfí_rstí«s ibland",5,2,5,4,68,1,"Leeds, UK",0,57.71670532,11.96670532,-1,,1
R_3egEYzPLTlvInGM,Default Response Set,Anonymous,,,130.241.12.188,0,11/10/15 08:03,11/10/15 08:41,1,1,1,0,0,98.875,0,1,,,,,,,40,1,30.066,30.066,31.656,1,1,9,1,"Pratade med ní«gra utanfí_r, och de verkade trevliga och verkar som mí_nniskor som skulle ta samma beslut som jag, sí« vill sjí_lvklart dí« att gruppen ska gynnas som en helhet istí_llet fí_r att jag ska vara sní«l. Handlar í_ndí« bara om 20 krs skillnad.",1,9,8,7,7,2,7,6,7,9,1,9,4,6,8,2,6,8,8,7,4,9,9,9,7,1,9,3,1,3,2,5,9,1,0,0,0,0,8,6,3,2,2,2,2,"Om man litar pí« frí_mlingar eller inte och om vinstpengar pí«verkar ens beslut och gí_r en girigare, dí« man aldrig till 100% kan veta hur de andra tí_nker i gruppen.","Lí_ser kognitionsvetenskap och vi har precis gí«tt igenom sí« kallade ""snevridningar"" vi gí_r i ví«rt tí_nkande, som bl.a. om man har en chans till en vinst men inte ví«gar sattsa fí_r mycket dí« man kan fí_rlora hela stycket, fastí_n man kommer fí« mer om man faktiskt vinner. Sí« kanske í_r lite pí«verkad av de fí_relí_sningarna ní_r jag gjorde det hí_r experimentet. ",3,6,6,3,72,2,"Stockholm, Sverige",0,57.71670532,11.96670532,-1,,5
R_3F3ushAnrnjSiu0,Default Response Set,Anonymous,,,130.241.238.111,0,11/11/15 08:49,11/11/15 09:26,1,1,1,0,0,91.563,0,1,,,,,,,40,1,12.646,12.646,17.249,1,1,9,1,"Dí« gruppen som helhet tjí_nar mest pí« att satsa helhjí_rtat. Jag tog í_ven med í_vriga deltagare i beaktande och att det í_r en ""tí_vling"" dí_r flera í_n de tre medlemmarna i ens egen grupp som í_r delaktiga. Jag vill ha stí_rst chans att vinna. Jag tog detta beslut í_ven fí_r att det kí_ndes som att uppgiften gí«r ut pí« fí_rstí«elsen att ""tillsammans í_r vi starkare"".",1,6,9,8,9,5,9,9,5,9,2,9,1,9,9,9,7,9,1,9,1,9,9,5,3,1,9,7,9,9,9,7,9,1,1,5,0,0,6,6,2,3,2,2,2,"Hur man uppfattar sig sjí_lv, hur man beter sig i samarbetssituationer.",nej,3,2,6,4,69,2,"Gí_teborg, Sverige",0,57.71670532,11.96670532,-1,,6
R_3F4gL0th7V5suPH,Default Response Set,Anonymous,,,130.241.238.111,0,11/11/15 10:41,11/11/15 12:49,1,1,1,0,0,28.783,0,1,,,,,,,29,1,11.459,11.459,13.915,1,1,5,9,vet ej,1,8,5,8,7,8,4,8,3,3,4,5,8,7,8,7,8,7,7,7,8,7,6,8,5,7,5,7,7,4,3,5,4,4,0,3,0,0,6,7,1,1,1,1,2,vet ej,nej,4,3,5,5,64,2,Gí_teborg,0,57.71670532,11.96670532,-1,,2
R_3FKZhbLGeYsfqTM,Default Response Set,Anonymous,,,130.241.219.20,0,11/12/15 07:30,11/12/15 08:25,1,1,1,0,0,53.4,0,1,,,,,,,40,1,7.571,7.571,9.277,1,1,9,1,"Med ett sí« litet belopp sí« gí_r det varken till eller frí«n fí_r mig. Om jag fí«r 0 í_r det OK jí_mfí_rt med 40 kronor, sí« jag chansar hellre och hoppas pí« 80 kronor. Det hade ocksí« kí_nns sniket mot de andra om jag la ní«gonstans emellan 40 kronor, sí« det var allt eller inget. Men att ta 40 kronor till mig sjí_lv pí« bekostnad av andra kí_nns inte rí_tt mot de andra",1,7,5,5,5,9,7,8,9,5,6,3,6,2,7,6,1,6,6,4,7,1,7,6,7,2,6,3,3,4,3,3,6,2,1,2,0,1,6,8,1,2,3,2,2,Koppling mellan individualism vs kollektivism. Hur man faktiskt agerar samt hur man sjí_lvskattar sig och sin omgivning,Tvivel att det faktiskt kommer att ske en ekonomisk utbetalning beroende pí« vad vi ví_ljer,9,7,9,7,64,2,"Viksjí_ (Jí_rfí_lla), Sverige",0,57.71670532,11.96670532,-1,,2
R_3G0vVOenJxQB9gj,Default Response Set,Anonymous,,,130.241.13.180,0,11/11/15 08:48,11/11/15 09:40,1,1,1,0,0,131.545,0,1,40,1,7.686,7.686,14.144,1,,,,,,,1,8,1,"Jag baserar mitt bidrag till gruppen pí« lathet, okunskap och naivitet. Eftersom jag sjí_lv inte í_r den mest formidabla pí« matematik sí« hade jag inte lust att tí_nka igenom problemet mer í_n i ca fem min och efter ní«gra fí_rsí_k att se vad som var bí_st, inte bara fí_r mig utan gruppen som helhet sí« bestí_mde jag mig fí_r att 40 var det bí_sta jag kommit fram till. í‹ven om vi nu sitter pí« universitetet fí_r handel, ekonomi och lagrí_tt sí« finns det en chans att personer i min grupp tí_nker i liknande banor, sí_rskilt med  tanke pí« dygnet och varfí_r dom valt att komma hit. Den stí_rsta felfaktorn fí_r min personliga vinning í_r helt klart det naiva beslutet att lita pí« mina medmí_nniskor, men ocksí« detta ní«got som jag bestí_mde mig fí_r att det ska bli kul att se sjí_lv hur enkelt det kan vara att stí_ta pí« girighet eller inte, plus att jag hellre ser till gruppens bí_sta í_n bara min egen.",1,9,1,5,9,9,7,7,4,4,1,4,1,1,1,7,9,9,9,9,9,7,8,2,9,1,1,1,8,1,9,5,9,1,2,1,0,1,8,10,1,3,3,2,2,"Hur vi tar beslut beroende pí« gruppdynamik och uppfattning om mí_nniskor, livet och samhí_llet.",nej,6,9,5,9,73,1,"Malung, Sverige",0,57.71670532,11.96670532,-1,,10
R_3Ge1jF1PPOL2d91,Default Response Set,Anonymous,,,130.241.222.200,0,4/14/16 08:49,4/14/16 11:36,1,1,1,0,0,62.155,0,1,,,,,,,20,1,23.838,29.409,92.989,2,1,9,9,"Jag fí_rsí_kte tí_nka mig in i hur de andra gruppen resonerade, och tí_nkte att 20 kr skulle uppfattas som ""lagom"" av de flesta. Jí_mn och bra summa, plus att datorn var ""fí_rinstí_lld"" pí« just 20 kr. Det hade kí_nts sní«lt att ge mindre í_n 20. Samtidigt ville jag inte ge fí_r mycket, och riskera att de andra inte gav ní«gonting tillbaka. Sammantaget gick jag nog mycket pí« magkí_nsla, 20 kí_ndes lagom. Det var sví«rt att rí_kna ut olika scenarion, hur mycket och hur lite olika insatser skulle kunna ge, utan papper och penna.",1,6,3,4,5,7,5,5,5,6,5,5,4,3,5,3,5,7,6,7,6,7,7,7,7,4,6,6,5,3,7,2,6,2,1,1,0,0,6,8,1,3,1,2,2,"Jag tror att den ville undersí_ka hur mí_nniskor prioriterar eget vinstintresse kontra gruppens gemensamma vinst. Samt hur detta hí_nger samman med ens syn pí« ví_rlden, hur mycket man litar pí« andra mí_nniskor, hur individualistisk/kollektivistisk och hur konkurrensinriktad man í_r. Samt hur rationell man í_r i en sí«dan hí_r situation, pí« vilka grunder man fattar sina beslut.",nej,9,9,9,7,70,2,stockholm,0,57.71670532,11.96670532,-1,,11
R_3hARfWxRAwJvKc9,Default Response Set,Anonymous,,,130.241.220.166,0,11/12/15 09:56,11/12/15 12:23,1,1,1,0,0,45.945,0,1,,,,,,,20,1,18.448,18.448,23.269,1,1,9,1,"Det kí_ndes som en rimligt mellanting - jag vill inte bidra med allt pga risken att helt bli utan existerar, í_ven om jag inte bedí_mer den som jí_ttestor - hí_lften kí_ndes som en acceptable chansning. /  / Jag vet, det í_r fí_r mí«nga ""kí_ndes"" och fí_r fí« ""tí_nkte"" i den dí_r meningen. Jag í_r tydligen av den sorten.",1,8,6,3,8,7,5,8,9,5,3,4,1,1,7,4,7,6,7,6,6,7,7,7,6,1,1,1,3,3,5,3,5,2,0,4,0,1,7,8,3,2,1,2,2,Individualism vs kollektivism? Baserat pí« graden av tillit i samhí_llet?,Nej.,3,6,9,6,66,2,"Stockholm, Sverige",0,57.71670532,11.96670532,-1,,3
R_3isPAQ4RxT5fMm3,Default Response Set,Anonymous,,,130.241.219.172,0,11/11/15 10:42,11/11/15 12:50,1,1,1,0,0,48.66,0,1,,1,16.285,16.285,19.016,1,,,,,,,1,9,1,Jag sí_g pí« karamellen och vips sí« hade de tio sekunderna passetat,1,5,5,3,8,8,6,7,5,7,7,3,8,2,5,7,3,8,7,5,5,5,7,5,7,2,2,5,3,4,5,2,8,2,1,2,0,0,9,8,1,2,2,2,2,mina uppfattningar genom enkí_tfrí«gor,nej,5,6,4,6,68,1,"Lidingí_, sverige",0,57.71670532,11.96670532,-1,,2
R_3j1VXrEkCQA8uW9,Default Response Set,Anonymous,,,130.241.13.2,0,11/12/15 08:32,11/12/15 09:26,1,1,1,0,0,106.544,0,1,,,,,,,40,1,18.521,18.521,32.444,1,1,9,1,Fí_r att alla i gruppen skulle gynnas lika,1,3,1,5,6,3,3,6,3,6,4,6,5,2,7,3,4,9,6,9,6,4,7,8,8,2,3,7,4,4,7,3,3,1,0,0,0,0,1,7,3,2,1,2,2,hur mí_nniskors instí_llning í_r till ansvarstagande i grupp och ansvarstagande gemtemot frí_mmande mí_nnsikor,att jag skulle kunna bli lurad pí« ní«got vis,9,7,7,7,73,2,Sverige í_rebro,0,57.71670532,11.96670532,-1,,10
R_3JklXaK43ANhfgS,Default Response Set,Anonymous,,,130.241.237.249,0,11/10/15 09:18,11/10/15 10:20,1,1,1,0,0,87.43,0,1,,,,,,,30,1,24.501,24.501,27.449,1,1,9,1,"Egentligen hade jag inga pengar frí«n bí_rjan, sí« dí« delar jag hellre med mig. Jag spelar inte med mina egna pengar, utan med andras. Plus att det í_r roligare att dela vinst fí_r det ger delad glí_dje, till skillnad frí«n om bara jag vinner, dí« blir resten besvikna.",1,6,7,3,7,9,9,5,7,5,3,4,6,1,4,6,4,9,6,7,8,5,8,9,9,8,5,8,5,1,8,1,3,2,0,0,0,0,3,8,2,3,1,2,2,"Om hur vi mí_nniskor tar besult, í_r vi egotrippade eller ser vi till vinst fí_r stora massan. Hur vi litar pí« och respekterar ví«r omgivning. Hur vi tror pí« mí_nskligheten, och om vi bara agerar fí_r egen vinning eller fí_r den stora massans vinning",Nej,9,9,9,6,71,2,"Hjí_rup, Sverige",0,57.71670532,11.96670532,-1,,4
R_3KVn8UpmVEzCLPL,Default Response Set,Anonymous,,,130.241.232.190,0,11/12/15 09:58,11/12/15 12:19,1,1,1,0,0,65.503,0,1,2,1,2.875,6.569,10.064,2,,,,,,,1,9,1,"Ville egentligen inte ge ní«gonting, men gav 2 kr fí_r samvetets skull + att jag blev stressad av de 10 sekunderna som tickade ner. ",1,7,7,2,2,9,7,3,8,7,3,8,2,1,7,1,9,8,2,2,9,1,4,9,8,4,2,1,2,2,9,1,1,3,5,3,0,0,8,6,3,1,1,2,2,"Hur konkurrens, viljan att hjí_lpa andra, egoism, tron pí« sig sjí_lv, vinstseende har ett samspel med varandra",Nej,5,2,4,6,73,2,Stockholm,1,57.71670532,11.96670532,-1,,4
R_3Ld54WNclYPbna4,Default Response Set,Anonymous,,,130.241.13.58,0,11/12/15 08:33,11/12/15 09:22,1,1,1,0,0,100.835,0,1,40,1,9.058,9.058,13.298,1,,,,,,,1,9,1,Jag kommer tjí_na pengar oavsett vare sig det í_r 40 eller 100 sí« kommer jag fortfarande vara rikare í_n vad jag var fí_rut.,1,5,2,9,9,4,8,7,4,1,3,1,5,4,6,4,7,7,3,6,7,1,3,8,9,8,3,2,3,3,3,3,3,1,5,5,0,3,3,10,2,3,3,1,2,Om en individ í_r mer eller mindre driven av vinst om man í_r anonym i en grupp,nej,3,5,3,4,70,1,"Sverige, Stenungsund",1,57.71670532,11.96670532,-1,,12
R_3MFFfoHXB2MNKce,Default Response Set,Anonymous,,,130.241.235.35,0,11/11/15 08:50,11/11/15 09:27,1,1,1,80.837,82.248,86.036,2,1,40,1,7.001,7.124,9.376,2,,,,,,,1,9,1,"Principen, jag tycker inte om att vara sní«l. Sen gí«r det inte att komma ifrí«n att vi snackar om 40 kronor - kanske hade jag fattat ett annat beslut om summan var hí_gre.",1,5,1,3,8,7,5,6,7,3,5,3,4,1,5,2,9,9,9,9,6,9,9,5,7,4,5,6,7,2,6,2,7,1,0,4,0,1,8,10,1,3,3,2,2,"Jag tror att ni kanske vill se ett samband mellan personlighetsfaktorer och hur mycket pengar man satsar - kanske ní«got med grad av fí_rlustaversion kopplat till bení_genheten att lita eller inte lita pí« andra mí_nniskor? Men, antagligen í_r det inte sí« enkelt. :-)","Det í_r en konstig frí«ga, vad skulle tvivlet vara? ",4,6,4,6,50,2,"Umeí«, Sverige",0,57.71670532,11.96670532,-1,,10
R_3mZQoWDiJbsRlsT,Default Response Set,Anonymous,,,130.241.12.160,0,11/11/15 07:49,11/11/15 08:27,1,1,1,0,0,50.535,0,1,16,1,10.301,10.301,12.93,1,,,,,,,1,9,1,"Vill bidra med allt men jag tror personligen inte att andra ví_ljer att gí_ra det, dí_rfí_r ví_ljer jag att bidra med mindre.",1,6,8,6,7,6,5,8,4,6,8,2,9,1,5,5,5,7,6,5,7,2,3,8,7,1,2,6,6,4,8,2,3,4,3,5,2,0,4,6,3,1,2,1,2,Huruvida individer baserar sina val utifrí«n egoism/dí«lig tillit eller om man tí_nker mer pí« allmí_nhetens mí_jligheter som en massa ní_r det gí_ller monetí_ra medel och eventuell egenvinning finns i sikte.,nej,5,3,4,3,71,2,Jí_nkí_ping Sverige,0,57.71670532,11.96670532,-1,,5
R_3nC2Ni2wbFGC2a9,Default Response Set,Anonymous,,,130.241.219.184,0,4/14/16 08:49,4/14/16 11:19,1,1,1,0,0,94.306,0,1,29,1,7.324,7.324,9.469,1,,,,,,,1,6,6,"kí_ndes om ok, typ mellan grí_nsen",1,4,4,5,5,8,2,6,6,1,7,2,4,6,5,6,4,5,4,3,4,5,6,5,4,6,6,4,4,4,5,3,5,1,0,0,0,2,5,9,1,3,2,2,2,anví_nda fakta fí_r att fí« bí_st utdelning,nej,4,4,5,5,66,1,Gí_teborg,0,57.71670532,11.96670532,-1,,1
R_3npFC6jU6Di18BX,Default Response Set,Anonymous,,,130.241.238.111,0,11/11/15 09:40,11/11/15 10:26,1,1,1,0,0,30.548,0,1,40,1,4.343,4.343,6.051,1,,,,,,,1,9,1,"Summan det handlar om, 40 kr, í_r inte sí« stor att jag kí_nner att ifall jag ger mer í_n vad jag fí«r sí« pí«verkas min ekonomiska situation i en sí« stor grad att jag behí_ver vara girig. Dí« kan jag lika gí_rna ta en chans, leap of faith, och se hur resten av mina slumpvalda gruppmedlemar resonerar. Hade det varit en stí_rre summa dí_r chansen kí_nns stí_rre att folk behí«ller sin andel sí« hade jag nog valt annorlunda. Vart den grí_nsen gí«r dí_remot í_r sví«r att sí_ga.   /  / Tillí_gg: Tror ni skulle kunna fí« annorlunda utfall ifall man visuellt skulle kunna se ens garanterade utfall ní_r man drar i reglaget som bestí_mmer gí«vans storlek. ",1,5,7,5,6,8,6,7,6,6,6,4,6,5,8,7,5,8,7,9,7,7,8,8,7,3,3,5,6,5,4,8,5,2,0,0,0,0,6,8,3,2,1,2,2,"Fí_rsta steget om att ge bort ""mina"" pengar till frí_mlingar ihop med de sista frí«gorna om lita pí« frí_mlingar leder mig till att tro att det har ní«got att gí_ra med hur vi ser pí« okí_nda mí_nniskor. ","Ifall jag uppfattar frí«gan rí_tt.  /  / Det problematiska blir ví_l att fí_rsí_ka fí« verklighetsfí_rankring i den fí_rsta delen. Beroende pí« summan sí« kommer man lita mer eller mindre pí« resten av gruppens givmildhet eller sjí_lviskhet, ifall man vill se det som sí«. ",5,3,4,5,69,1,"Ví_sterí«s, Sverige",0,57.71670532,11.96670532,-1,,4
R_3NU2b9ZSdxytBxM,Default Response Set,Anonymous,,,130.241.232.190,0,11/12/15 07:33,11/12/15 08:21,1,1,1,0,0,79.667,0,1,,,,,,,40,1,14.984,14.984,17.164,1,1,9,1,Skillnaden i mí_jliga pengar var sí« liten att jag lika gí_rna kunde lí_gga in allt i potten av nyfikenhet.,1,7,5,5,5,7,6,5,7,7,5,4,6,5,6,5,3,7,5,6,7,9,6,6,7,1,2,1,4,2,3,1,1,1,1,1,0,1,7,7,3,3,1,2,2,"Hur ní«gons attityd och í«sikter gentemot att hjí_lpa andra mí_nniskor, liksom deras fí_rtroende fí_r andra mí_nniskor, relaterar till deras faktiska handlingar.",Nej.,2,6,2,6,70,1,"Skyttorop, Sverige",0,57.71670532,11.96670532,-1,,2
R_3PBpq1RGxmDjbUT,Default Response Set,Anonymous,,,130.241.219.122,0,11/12/15 07:30,11/12/15 08:15,1,1,1,1.894,1.894,16.415,1,1,40,1,3.762,6.117,7.57,2,,,,,,,1,9,5,Jag litar pí« att mina med-deltagare tí_nker pí« samma sí_tt som jag och dí_rfí_r maximerar gruppens profit,1,8,4,4,9,6,8,6,7,8,2,7,3,9,8,5,6,5,5,3,7,1,5,1,5,1,1,1,7,9,5,1,6,5,2,2,0,0,8,8,1,3,1,2,2,Beslutsfattande med syn pí« tillit genom ett tillitsexperiment med frí_mlingar,Ett mer originellt scenario hade lett till ett mer intressant experiment,6,2,6,2,75,1,Gí_teborg,0,57.71670532,11.96670532,-1,,1
R_3PHgYW7Jrf2xJSh,Default Response Set,Anonymous,,,130.241.238.195,0,11/11/15 09:37,11/11/15 10:18,1,1,1,0,0,82.721,0,1,32,1,4.282,9.25,16.36,2,,,,,,,1,1,9,"Det var en chansning ifall de andra gav allt eller inget. La mig lite hí_gre í_n mitten. Blev dock lite stressad pí« att man hade 10 sek pí« sig eftersom jag inte í_r van vid att anví_nda dator utan tillgí«ng till musen sí« tog lite tid flytta pekaren, sí« beslutet blev ví_ldigt snabbt och spontant",1,2,8,2,7,6,9,8,6,6,5,4,7,1,5,2,7,9,9,9,9,8,9,9,5,7,5,4,5,3,8,7,5,1,0,1,0,0,7,8,3,2,1,2,2,Tankar ang medmí_nsklighet och teamsamverkan,Nej,9,7,2,7,55,2,sí_ffle sverige,0,57.71670532,11.96670532,-1,,5
R_3PLl7NN7wAPjfjU,Default Response Set,Anonymous,,,130.241.14.241,0,11/11/15 08:51,11/11/15 09:22,1,1,1,0,0,58.504,0,1,40,1,4.436,7.25,9.37,2,,,,,,,1,9,1,Ní«n vag ide om maximal vinst fí_r sí« mí«nga som mí_jligt.,1,8,9,5,9,9,5,5,9,2,9,2,8,1,8,7,5,4,3,5,3,5,5,3,5,1,2,1,5,1,7,1,1,1,1,1,0,0,5,3,3,1,2,2,2,Ní«got om hur olika personlighetstyper í_r bení_gna att dela med sig och lita pí« andra fí_r att ge resultat till alla eller bara en sjí_lv- ,nej,9,9,9,7,53,1,Ví_nersborg Sverige,0,57.71670532,11.96670532,-1,,6
R_3POvraqVpePXsvH,Default Response Set,Anonymous,,,130.241.223.122,0,4/13/16 12:02,4/13/16 13:06,1,1,1,0,0,138.134,0,1,0,1,7.537,7.537,31.614,1,,,,,,,1,9,9,"Jag gjorde detta fí_r att det gagnade mig pí« bí_sta sí_tt och jag har ingen fí_rbindelse till resten av gruppmedlemmarna.  / Detta í_r kanske ett egocentriskt beslut men jag mí«ste vara det fí_r jag mí«ste tí_nka pí« mitt bí_sta i fí_rsta hand innan jag tí_nker pí« ní«gon annan. Dessutom sí« vet jag inte hur mycket dom andra har bidragit till potten och jag kanske bara fí«r 60kr fí_r ní«gon annan har tí_nkt pí« sig sjí_lv fí_rst ocksí«.  / Detta í_r ju en ví_ldigt klurig sak att tí_nka pí« om man ska bidra till gruppen, om man ska vara givmild och tí_nka pí« hela gruppens bí_sta eller sig sjí_lv som individ.  / Jag valda mig sjí_lv som individ fí_r det var det bí_sta valet med den det bí_sta ut fallet.",1,6,8,5,8,8,2,7,7,8,7,7,7,4,7,6,4,8,7,8,7,6,5,6,7,3,8,7,7,5,3,7,6,1,0,0,1,1,4,5,2,1,2,1,2,Hur folk delar med sig av pengar ní_r dom har dessa alternativena i denna situationen och reagerar pí« dessa frí«gorna som fí_ljer.,nej,6,2,6,2,69,2,"Stockholm, Sverige",0,57.71670532,11.96670532,-1,,5
