V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ICR,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,TPC_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,Un1,Un2
R_3EEf4KblEZutT4j,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 14:13,4/13/16 14:28,1,1,1,0,0,131.036,0,1,,,,,,,60,1,21.57,29.123,30.091,2,1,4,1,"Para mi decisiÑn he tenido en cuenta dos factores. El primero, que si yo no doy nada y los demàs dan todo su dinero yo gano màs que los demàs. No obstante, si yo soy la Ïnica persona que no da nada, saldr_ perdiendo. Por lo tanto, he considerado dar parte de mi dinero al bote comÏn porque hay pocas probabilidades que todos demos 0ó y ganemos 5ó, siempre habrà alguien que quiera conseguir los 6,25 y eso no me interesa. Por lo tanto, he decidido dar una parte peque_a de mi dinero, par asegurarme de que yo me quedo con parte del botÕn.",1,9,2,8,9,5,6,7,9,5,6,6,5,3,3,3,6,7,8,9,9,5,7,8,9,5,1,1,4,9,7,3,9,4,0,1,0,0,4,7,2,3,3,2,2,Este experimento me recuerda al Dilema del Prisionero. Creo que intenta demostrar ,no / ,9,9,6,3,76,2,Espa_a,0,41.38879395,2.158996582,-1,1,1
R_3elFza53PMz2NJN,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 14:12,4/13/16 14:33,1,1,1,0,0,145.342,0,1,,,,,,,250,1,3.671,3.671,11.311,1,1,9,9,Si todos podemos ganar 5euros prefiero tomar el riesgo de esto que si yo eligo alga cantidad menos y gano mas yo. ,1,4,7,4,9,9,8,7,6,3,3,2,3,6,3,2,6,9,9,9,8,5,8,1,8,2,4,5,5,5,6,6,9,1,7,7,0,0,8,9,1,3,3,2,2,Pienso que estàn intentando ver como la gente reaccionarà con dinero segÏn algunos caracterÕsticas personales. ,Puede ser que van a dar a todos los participantes el mismo dinero o juntar las 3 personas dependiendo en su respuesta. ,9,5,2,7,65,2,"Spokane, Washington, Estados Unidos",1,41.38879395,2.158996582,-1,11,11
R_3ExPY45ADXlOcSN,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 15:21,4/13/16 15:30,1,1,1,47.104,47.104,48.073,1,1,100,1,9.717,9.717,12.301,1,,,,,,,1,9,1,"Para ganar dinero individualmente, y poder doblar lo del grupo",1,7,8,9,7,9,7,6,8,3,6,1,3,1,5,2,2,6,7,9,8,6,5,7,7,5,4,2,6,4,4,4,7,5,3,3,0,0,1,3,2,1,2,1,2,"Saber cÑmo las personas toman decisiones, mirando correlaciones entre su modo de ser y sus interacciones con la actividad de donar dinero al grupo.",No.,7,2,7,9,76,2,"Barcelona, Espa_a",1,41.38879395,2.158996582,-1,11,1
R_3ezcwaV0je2ViJw,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 16:18,4/13/16 16:29,1,1,1,10.379,81.715,95.994,16,1,250,1,7.997,7.997,9.388,1,,,,,,,1,9,9,"Porqu_ si todos contribuimos con el màximo de dinero y la cantidad se dobla, todos los miembros recibiremos 5 euros de beneficio. ",1,8,2,8,9,3,8,7,3,6,3,7,2,2,6,6,9,5,4,9,6,9,9,8,9,1,1,5,9,2,3,9,9,3,1,1,0,0,2,7,3,1,2,1,2,"Pienso que el estudio quiere comprobar si somos personas honestas, humildes y sociables o si, al contrario, somos personas mentirosas, egoÕstas e anti sociables. ","Me hab_is preguntado las mismas preguntas dos veces pero de forma distinta (alternando orden palabras, queriendo decir lo mismo con otras palabras,etc.)",6,2,6,2,75,2,"Barcelona, Espa_a",0,41.38879395,2.158996582,-1,11,11
R_3FQfC2635kKcMEz,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 17:16,4/14/16 17:27,1,1,1,0,0,110.609,0,1,,,,,,,0,1,7.728,7.728,8.883,1,1,9,1,Para lograr el pago màs alto,1,4,9,9,9,5,9,6,6,3,5,1,3,3,4,5,5,9,9,9,9,9,6,6,7,2,2,1,3,3,5,3,9,3,3,3,0,0,5,9,3,3,3,1,2,Creo que intenta demostrar si el comportamiento de las personas es egoÕsta o no cuando se trata de dinero,No,5,4,4,5,75,2,Barcelona,0,41.38879395,2.158996582,-1,11,1
R_3g0jCC4ZyMoc69n,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 16:18,4/13/16 16:32,1,1,1,0,0,57.977,0,1,0,1,8.92,8.92,9.964,1,,,,,,,1,4,9,porque seguro que mi grupo aportarà dinero y por eso no quise aportar nada / ,1,1,9,9,9,1,9,4,4,3,9,1,9,1,5,6,9,5,5,9,9,9,5,1,9,1,1,1,1,6,9,1,9,3,5,5,0,0,3,3,2,1,2,1,2,Pienso que intenta demostrar la generosidad de las personas y ver quien ayudarÕa a los demàs y por qu_,no,3,5,2,9,70,1,"Terrassa, Espa_a",0,41.38879395,2.158996582,-1,1,11
R_3G6Zj8wclgE2Ud9,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 14:13,4/13/16 14:29,1,1,1,0,0,83.161,0,1,200,1,10.974,21.589,22.674,3,,,,,,,1,9,9,"He decidido aportar 2 euros porque es una contribuciÑn alta al fondo comÏn y confÕo en que los otros participantes tambi_n haràn una contribuciÑn alta, por lo que recibiremos màs dinero al final de la interacciÑn. Aun asÕ, mi confianza en que los otros participantes aporten cantidades altas al fondo comÏn no es total, por eso he decidido quedarme con 0,5 euros. De esta forma, si nadie ponÕa dinero como mÕnimo no lo perdÕa todo. ",1,9,6,2,4,5,6,4,3,2,1,1,1,2,1,1,9,6,8,9,7,1,8,5,9,1,1,1,4,1,1,5,2,1,1,1,1,0,8,10,1,2,1,2,2,"Creo que en este estudio se intenta medir el grado de confianza que la gente tiene con los extra_os y el grado de cooperaciÑn que estàn dispuestos a hacer.  / Para hacerlo se ponÕa a la gente en una situaciÑn donde a todos les interesaba lo mismo, es decir ganar el màximo de dinero, pero donde se tenÕa que confiar en gente extra_a y cooperar con ellos para poder ganar ese màximo. El grado se confianza y cooperaciÑn con extra_os se medirà segÏn la cantidad que cada participante haya puesto en el fondo comÏn. Cuanto màs alta sea esta cantidad, mayor serà el grado de confianza y cooperaciÑn.  / ",No,3,4,2,5,76,2,"Barcelona, Espa_a",0,41.38879395,2.158996582,-1,11,11
R_3HLkmIs2a0rmz9p,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 16:19,4/13/16 16:34,1,1,1,4.267,78.514,99.505,15,1,49,1,7.992,11.001,12.181,5,,,,,,,1,9,2,Es un punto entremedio,1,7,8,9,8,7,9,9,7,5,9,6,5,1,7,5,9,1,4,6,9,9,1,1,1,1,1,9,4,5,5,5,5,1,5,5,0,0,1,7,2,1,2,1,2,El estudio pretende encontrar una relaciÑn en la toma de decisiones de una persona mediante la manera en que es.,Si el vocabulario o el tipo de preguntas utilizado està redactado de manera que afecten instantàneamente a la percepciÑn misma de la manera de ser.,9,6,5,5,78,1,"Reus, Espa_a",0,41.38879395,2.158996582,-1,11,2
R_3I7keZsVMBoCtnr,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 17:16,4/14/16 17:31,1,1,1,0,0,124.77,0,1,,,,,,,170,1,37.542,37.542,38.72,1,1,4,3,"He escogido un total de 170 porqu_ en el caso de que mis compa_eros hayan puesto una cantidad inferior yo saldrÕa perdiendo. En este sentido creo que no podrÕa apostarlo todo, 250, puesto a que no confÕo en que mis compa_eros puedan invertir la totalidad de la cifra. Por esta razÑn he elegido 170, un poco màs de la media. Ser_ generoso, pero no tonto.",1,7,9,8,8,9,3,9,9,8,2,3,3,8,5,2,7,7,5,8,8,7,7,3,7,1,2,5,6,7,7,4,8,1,0,0,0,0,4,8,1,2,2,1,2,Este estudio intentaba evaluar como la familia y las amistades condicionan la manera de ver el mundo. Si somos màs o menos egoÕstas en nuestra vida diaria y qu_ papel juegan las personas de nuestro alrededor respecto a nuestro egoÕsmo. Egocentrismo y competitividad.,"He dudado en los momentos de las monedas. AhÕ hay trampa, para evaluar màs allà de una simple toma de decisiones.",6,4,3,5,77,1,"Palma, Espa_a",1,41.38879395,2.158996582,-1,9,3
R_3IDXPIkY85XhSgh,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 17:16,4/14/16 17:26,1,1,1,0,0,72.519,0,1,,,,,,,250,1,9.753,9.753,13.025,1,1,9,9,"Porque creo que los otros tambi_n pondràn màs de la mitad de su dinero, como mÕnimo.",1,3,3,9,8,9,7,8,8,6,8,5,8,1,6,5,5,9,9,8,9,5,8,8,7,1,1,9,7,1,7,2,9,4,1,1,0,0,7,10,1,2,3,2,2,Como se siente la gente en sociedad y en la confianza de esta en la gente de su alrededor.,no,3,7,9,5,77,1,Tarragona,0,41.38879395,2.158996582,-1,11,11
R_3irFLfi9ua4tNEi,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 14:13,4/13/16 14:23,1,1,1,0,0,76.955,0,1,0,1,8.958,16.005,17.407,2,,,,,,,1,9,1,"Estoy convencido de que alguno de los otros tres miembros de mi grupo habrà aportado algo al fondo comÏn, por eso yo he preferido no dar nada y quedarme mi dinero inicial para mÕ.",1,8,9,6,7,9,6,4,8,5,2,2,4,3,5,5,6,8,7,4,6,5,8,5,8,1,2,6,5,3,7,7,6,4,22,20,0,0,7,5,1,3,2,1,2,"La confianza, la benevolencia y el sacrificio individuales en cuanto al bien de la comunidad ",no,9,6,9,5,74,1,"Barcelona, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_3kHgRiFxrgY74g7,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 13:12,4/13/16 13:25,1,1,1,2.579,3.177,84.743,2,1,,,,,,,150,1,23.572,51.381,55.83,2,1,9,1,"Realmente espero que los demàs que van a contribuir al fondo comÏn, ofrezcan algo. Me he reservado un euro porque sospecho que pueden sentirse tentados a compartir muy poco dinero en el fondo comÏn. ",1,5,6,8,7,4,9,9,5,6,5,5,6,2,5,6,4,8,6,9,8,2,9,6,7,4,4,7,6,4,3,3,8,1,10,10,0,0,7,9,3,2,1,2,2,"Creo que este estudio trata de la confianza como individuos en los grupos. Lo demuestra mediante las encuestas y mediante la prueba de elegir si repartir dinero o quedàrselo para uno mismo, aprovechando que los que interactÏan son desconocidos. ",no,9,7,9,7,73,2,"Barcelona, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_3Kw7sgF1y1Nlzui,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 17:16,4/14/16 17:28,1,1,1,0,0,67.207,0,1,,,,,,,250,1,2.769,6.942,8.612,5,1,9,9,"Porqu_ si todos contribuimos con el màximo, ganamos todos",1,8,9,9,9,8,5,6,6,3,3,5,3,3,5,6,6,9,8,9,9,5,8,8,6,4,3,6,5,5,4,5,8,4,5,5,0,0,9,8,1,2,2,2,2,Creo que este estudio intenta demostrar si somos capaces de compartir con desconocidos un reparto justo del dinero o si por el contrario sÑlo queremos el màximo beneficio para nosotros sin tener en cuenta que los otros van a perder. Se intenta demostrar con la decisiÑn inicial de poner todo el dinero en el bote comÏn o no.,No,5,9,5,9,65,2,"Terrassa, Barcelona",0,41.38879395,2.158996582,-1,11,9
R_3LjPZQ9QUyVSnlV,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 16:19,4/14/16 16:34,1,1,1,116.688,116.688,120.03,1,1,,,,,,,0,1,3.165,3.165,4.414,1,1,9,1,"si todos aportamos, la cantidad que cada uno recibe es de 5eu, (es la opciÑn preferible para el grupo), pero como individualmente es preferible no aportar, pues recibes 6.25ó, mientras que los demàs 3.75 (los que aportan al grupo), la elecciÑn preferible es no contribuir.",1,8,8,9,6,9,8,8,7,4,7,3,6,2,7,2,7,7,5,7,9,7,7,9,6,3,6,7,5,6,3,7,7,1,3,3,0,0,6,7,3,3,2,1,2,"intenta descubrir cÑmo percibe cada individuo el mundo, la ayuda que recibe de los demàs, cuànto le preocupa el bienestar de su grupo, y hasta que punto siente la necesidad de devolver parte de lo que recibe contribuyendo de la manera que mejor puede, sea con su tiempo, sea econÑmicamente",no,9,6,2,6,73,2,espa_a,0,41.38879395,2.158996582,-1,11,1
R_3lPIN6e9sQoD6or,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 14:13,4/13/16 14:23,1,1,1,0,0,54.366,0,1,126,1,5.746,5.746,8.276,1,,,,,,,1,4,1,creo que es la decisiÑn que màs dinero me puede aportar teniendo en cuenta a los demàs,1,8,7,9,8,9,8,5,8,6,4,6,4,6,7,3,4,7,6,8,6,7,6,6,9,3,1,7,3,3,5,1,9,2,4,3,0,1,3,6,3,1,2,1,2,"El estudio intenta ver cÑmo tomamos las decisiones desde un punto de vista altruista y recÕproco. ËSomos egoÕstas? ËEstamos dispuestos a sacrificar nuestro bienestar para aumentar el bienestar del grupo? El ser humano es egoÕsta por naturaleza, aunque eso ya es mi opiniÑn personal.",no,2,3,6,7,76,2,"Almeria, Espa_a",2,41.38879395,2.158996582,-1,7,1
R_3lxdqOpnLtKbAcU,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 14:13,4/13/16 14:25,1,1,1,0,0,112.514,0,1,50,1,9.913,9.913,13.124,1,,,,,,,1,9,1,"Porque me parecÕa mal no contribuir con el grupo aunque no querÕa arrisgarme a que, a costa mÕa, otra persona intenta en cierta manera lucrarse. Por tanto, he decidido dar una parte de mi dinero al fondo comÏn.",1,4,6,9,7,9,6,9,9,6,4,5,4,6,9,8,2,8,9,8,9,9,8,7,7,9,7,8,3,2,6,7,9,1,2,2,0,0,1,7,2,1,2,1,2,"Creo que intentaba demostrar si somos egoÕstas o, por el contrario, propensos a compartir por un bien comÏn. Yo creo que la demostraciÑn se darà cuando se vea que mucha gente (imagino), no habrà dado nada al fondo comÏn.",Mi sospecha es que habrà màs gente que no habrà dado nada que gente que habrà donado.,2,4,9,7,75,2,"Lleida, Espa_a",1,41.38879395,2.158996582,-1,11,1
R_3M3uz9JMar6fkVS,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 17:17,4/14/16 17:37,1,1,1,0,0,76.122,0,1,0,1,4.398,4.398,6.502,1,,,,,,,1,9,1,"Porque el no saber qu_ cantidades van a aportar el resto de mis compa_eros de grupo, me imposibilita saber en qu_ grado quieren ellos tambi_n contribuir al fondo comÏn. Sin tener esta informaciÑn, prefiero que cada uno se lleve lo suyo.",1,7,9,9,9,8,9,8,3,5,1,1,2,1,2,2,8,8,8,8,7,3,8,9,9,5,8,9,8,8,7,6,1,3,13,13,5,2,8,9,2,3,3,1,2,"La fiabilidad de las personas consigo mismas, en la circunstancia de la formaciÑn de un grupo social que intente velar por cada uno de sus integrantes. /  / La forma de plantearlo ha sido desde la vertiente econÑmica, ya que es un aspecto delicado que nos concierne a todos y es sobre lo que las personas siempre velamos, a la vez que es la materia comÏn a las personas que se puede utilizar tanto fÕsicamente como virtualmente, para este tipo de planteamientos e hipÑtesis.","La misma sospecha que tengo siempre, es decir, si realmente existe tal grupo y si realmente mis decisiones estàn afectando a otras personas con las que estoy ahora mismo compartiendo virtualmente este experimento.",2,6,2,6,66,1,Barcelona,0,41.38879395,2.158996582,-1,11,1
R_3M5KDc8z3rzrMyn,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 13:11,4/13/16 13:25,1,1,1,0,0,83.292,0,1,50,1,9.809,28.984,31.083,3,,,,,,,1,9,1,Creo que no todos van a contribuir al 100% asi que yo tampoco. si supiera que contribuyen al 100% yo tambi_n lo harÕa.,1,3,5,7,3,2,6,8,5,7,7,4,8,2,5,2,7,7,4,9,9,3,9,2,8,8,6,9,8,7,3,1,2,4,12,12,0,0,8,8,1,2,1,2,2,Si eres solidario/a en personas que no conoces/desconocidos. ,no,5,9,6,2,73,1,Barcelona,0,41.38879395,2.158996582,-1,11,1
R_3MbNAIYNlBz16U9,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 13:12,4/13/16 13:22,1,1,1,0,0,126.22,0,1,,,,,,,150,1,10.832,30.156,33.381,3,1,9,1,"Reservar una parte para mÕ mismo, pero de igual forma beneficiar al resto de los compa_eros",1,9,7,8,8,8,7,7,6,7,2,6,4,1,7,2,2,8,2,8,8,5,7,7,9,6,5,4,7,7,4,1,7,3,5,15,0,0,5,7,3,2,3,1,2,"Que la gente vela por sus propios intereses, poniendo en un dilema moral a los participantes",no,9,4,3,6,73,1,"MahÑn, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_3mBW3TVowJC4qWZ,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 13:13,4/13/16 13:25,1,1,1,0,0,65.98,0,1,250,1,9.781,9.781,13.512,1,,,,,,,1,9,9,"HE elegido esta cantidad de dinero porque creo que si todos hacemos lo mismo obtendremos màs beneficio, seria arriesgar para poder obtener un bien mayor para el grupo.",1,8,9,9,9,9,9,8,5,4,8,2,7,5,7,8,7,8,8,8,8,8,9,8,8,1,2,8,8,8,7,8,9,4,7,3,0,0,6,9,3,2,2,1,2,"Creo que este estudio hace reflexionar a los participantes sobre la sociedad actual, sobre cÑmo intentar confiar en los desconocidos para poder obtener un bien comÏn. ",No.,6,2,4,4,77,1,"Olot, Catalunya",2,41.38879395,2.158996582,-1,11,11
R_3n2vlN6THXPxCxg,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 16:17,4/13/16 16:28,1,1,1,0,0,63.576,0,1,,,,,,,50,1,6.553,6.553,9.391,1,1,4,9,Per què crec que _s una quantitat molt petita que pots donar sense sneit-te molt perjudicat i no deixar-ne _s una mica miserable.,1,7,5,8,5,5,9,8,7,6,5,6,5,6,8,6,3,7,5,7,7,6,9,9,9,3,3,9,5,5,7,3,9,1,0,2,0,0,5,6,3,1,2,1,1,Como tomamos las decisiones teniendo en cuenta el coste de oportunidad / ,No me ha parecido del todo fiable pero nada alarmante,7,4,5,5,76,2,"Vic, Barcelona",0,41.38879395,2.158996582,-1,1,11
R_3NBQ6xPuzTvOcVl,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 14:13,4/13/16 14:31,1,1,1,0,0,77.694,0,1,,,,,,,250,1,54.214,54.214,55.158,1,1,9,1,ContribuÕ con la totalidad de mi presupuesto porque prefiero que todos salgamos con una cantidad igual que no yo u otro con una mejor y el resto perjudicados.,1,6,7,9,7,9,9,5,9,3,2,6,1,1,2,1,6,9,5,7,9,8,6,6,8,1,1,2,4,6,1,2,6,3,3,3,0,0,8,5,3,3,3,2,2,"Creo que el estudio intenta demostrar algÏn grado de solidaridad o bien egoÕsmo en funciÑn de las caracterÕsticas individuales de cada uno, del caràcter, tipo de conducta o personalidad, etc. que puedan haberse deducido en mayor o menor medida de las respuestas dadas despu_s de haber elegido la cantidad que decidÕamos poner en el fondo comÏn.",No,9,7,9,6,78,1,"Lloret de Mar, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_3oFVvG0ar5zgenJ,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 15:22,4/13/16 15:34,1,1,1,0,0,70.012,0,1,250,1,8.564,8.564,9.551,1,,,,,,,1,9,1,"Si todos apostamos todo el dinero con la seguridad de ganar, es absurdo desconfiar de los otros Ëno?",1,9,9,9,9,9,7,5,9,2,3,1,1,1,3,4,6,7,9,9,6,2,8,6,3,3,1,2,8,4,5,5,6,1,10,5,0,1,8,10,1,2,3,2,2,Estudiar la relaciÑn entre cÑmo se ve una persona a sÕ misma y cÑmo es realmente en el juego cuando hay intereses de por medio ,no,4,5,4,7,75,2,"Barcelona, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_3OiuXLdC9TryRu2,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 16:18,4/13/16 16:31,1,1,1,1.63,108.773,113.572,14,1,50,1,12.357,12.357,16.25,1,,,,,,,1,9,1,"Puesto que es un juego de prisioneros, nos vemos abocados a buscar el mejor resultado personal puesto que consideramos que los otros haràn los mismo. Esto lo he estudiado en mi carrera. ",1,7,3,8,9,8,5,4,7,3,7,3,6,6,5,6,6,5,5,9,8,4,7,8,5,5,3,4,6,5,3,7,9,1,1,0,0,0,3,5,3,1,2,1,1,"Ester estudio pretende demostrar cÑmo las personas cada vez mirar màs por sus propios intereses, el juego de prisioneros es un muy buen ejemplo que relata esto. Dos individuos siempre miraran por su propio bienestar. ",No,3,3,9,3,78,2,Valencia-Espa_a,0,41.38879395,2.158996582,-1,11,1
R_3PdG2tQ83Xa6o9T,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 13:12,4/13/16 13:24,1,1,1,0,0,116.328,0,1,,,,,,,250,1,1.976,1.976,2.862,1,1,9,1,"para que los cuatro miembros del grupo reciban igual cantidad, es lo que me parece màs justo",1,7,5,9,9,6,6,6,9,1,1,1,1,1,3,1,2,8,7,7,9,8,8,8,6,2,1,5,6,3,1,2,5,1,1,1,0,0,4,7,3,1,2,2,2,Intentaba demostrar si se puede confiar en extra_os todavÕa (por ejemplo al compartir mi remuneraciÑn). A trav_s de nuestra visiÑn general de las otras personas.,no,4,3,3,3,77,2,"Barcelona, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_3qaDZRCLCANr2ha,Default Response Set,Anonymous,,,193.145.56.242,0,4/15/16 17:11,4/15/16 17:30,1,1,1,0,0,94.644,0,1,,,,,,,15,1,11.973,11.973,14.188,1,1,9,1,perque volia aportar algo encara que no molta quantitat / ,1,8,6,6,8,9,8,7,9,5,5,1,4,6,7,7,5,7,6,7,7,6,8,7,9,2,3,6,6,3,1,7,8,1,1,1,0,0,7,7,1,3,3,2,2,si la gente es colaborativa a trav_s del dilema del prisionero i la teorÕa de juegos,no / ,7,9,7,9,77,1,Barcelona,0,41.38879395,2.158996582,-1,11,1
R_3sysyTUglPBgwSM,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 13:11,4/13/16 13:24,1,1,1,0,0,94.092,0,1,,,,,,,0,1,2.688,5.811,10.975,2,1,9,1,"Es la opciÑn màs segura en cuanto a perder menos dinero, y la opciÑn con la posibilidad de ganar mas dinero sin arriesgarlo.",1,7,3,8,8,9,9,8,8,5,4,3,7,5,7,7,3,5,7,6,5,5,7,6,8,3,5,3,5,1,5,6,8,3,5,5,0,0,3,7,3,3,2,1,2,"El comportamiento de las personas en funciÑn de su perfil personal, en la toma de decisiones cuando el resultado de estas este relacionado y cree conflicto entre los intereses personales y el de los demàs, en la confianza de las personas de cooperar para un bien comÏn, etc.",no,2,2,5,5,74,1,"Barcelona, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_4TKSbz3vzCtP1Yd,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 16:20,4/14/16 16:36,1,1,1,102.509,102.509,120.26,1,1,200,1,17.209,17.209,18.586,1,,,,,,,1,9,1,"Perquè d'aquesta forma la majoria de la gent del grup guanya diners i ningÏ es queda amb m_s que els altres, i si es aixÕ la diferència _s molt petita. De l'altre forma uns es quedarien amb una part m_s gran que la resta del grup.",1,2,6,2,8,9,8,8,7,6,1,4,3,1,6,4,7,6,7,8,7,9,5,7,5,1,2,9,5,5,7,5,9,1,1,1,0,0,4,9,3,3,1,2,2,Pienso que intenta de mostrar como se comporta la gente con el resto de personas que no conoce. Si velarÕa por el propio inter_s o por el inter_s de la mayorÕa de las personas. Tambi_n creo que intenta ver que caracteriza a cada tipo de persona.,no,7,7,6,2,77,2,"Barcelona,Espa_a",0,41.38879395,2.158996582,-1,11,1
R_4Z4oSmdOsT5xtHb,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 13:12,4/13/16 13:20,1,1,1,0,0,62.414,0,1,0,1,5.094,5.094,9.731,1,,,,,,,1,9,1,Porque soy bastante egoÕsta.,1,8,7,7,6,7,6,7,7,8,7,5,7,6,6,7,4,6,6,6,6,9,7,8,6,5,5,7,4,6,3,4,8,2,5,5,0,1,6,7,2,1,2,1,2,Intenta demostrar la hipocresÕa de la gente enfrente de una sociedad real.,No,5,9,4,2,78,1,"Granollers, Espa_a",2,41.38879395,2.158996582,-1,11,1
R_51DdHhuuTDiWtUt,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 15:21,4/13/16 15:34,1,1,1,0,0,97.282,0,1,212,1,6.233,7.767,8.489,2,,,,,,,1,9,1,Intentar aportar el màximo sin la sensaciÑn de haber jugado todo para poder contribuir a nivel grupal,1,3,5,8,7,8,7,8,8,2,8,1,5,5,5,3,5,9,9,9,9,5,9,5,7,1,2,2,6,1,6,3,8,3,4,4,0,0,5,7,3,3,1,1,2,"La relaciÑn entre ""confiar"" con desconocidos y el sentimiento de grupo que puedes generar sin tener mucho enlace ni conexiÑn, tambi_n de ver la relaciÑn entre competencia y cooperaciÑn dentro de las sociedades y la importancia del triunfo y la superioridad respecto al resto",no,9,4,6,4,74,2,NacÕ en Barcelona y he crecido en Girona,3,41.38879395,2.158996582,-1,11,1
R_6mUuTiUzkRYMx6V,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 15:21,4/13/16 15:37,1,1,1,0,0,71.754,0,1,47,1,10.202,12.987,17.218,2,,,,,,,1,4,1,Por que no conozco al resto de personas y no se que cantidades estàn aportando. ,1,7,2,9,8,8,5,9,8,7,7,5,8,6,9,3,6,4,3,6,8,6,8,6,8,5,3,2,2,8,3,5,4,1,8,8,0,0,5,8,1,3,3,2,2,"Parece un estudio sobre los vÕnculos sociales y familiares que establecen las personas y como estos cambian segÏn en el entorno en el que se encuentran. Calle, familia, amigos, compa_eros de trabajo.... ",no,2,3,2,3,70,1,Barcelona,0,41.38879395,2.158996582,-1,9,1
R_6QNyRvrDTxXEAG5,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 15:22,4/13/16 15:30,1,1,1,29.472,29.472,45.206,1,1,,,,,,,0,1,3.921,3.921,5.311,1,1,9,9,Por que prefiero quedarme con 2.5 ó seguros que arriesgarlos.,1,9,7,9,9,7,7,8,9,8,5,8,3,6,7,8,3,5,2,6,7,9,3,5,4,1,1,2,3,2,1,1,3,3,12,12,0,0,7,7,1,1,2,2,2,"Intentaba demostrar en si una persona esta dispuesta a jugarse un dinero confiando en el compa_erismo de los demàs, relacionando esto con su caràcter.",no,7,9,6,9,77,1,Barcelona,1,41.38879395,2.158996582,-1,11,11
R_7Pq8u8OrysR8Skh,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 17:16,4/14/16 17:28,1,1,1,0,0,83.27,0,1,137,1,10.222,10.222,14.391,1,,,,,,,1,9,1,"pens_ que las otras dos personas tambi_n aportarÕan al grupo, ya que si todos nos quedamos nuestros 2,5 eur nadie , en general, gana nada. No obstante, no creo que nadie haya contribuido al grupo con sus 2,5 eur por lo que he contribuido pero no en su totalidad",1,3,3,8,7,6,8,8,3,7,6,4,6,5,7,6,5,6,6,6,7,7,6,6,6,5,3,8,7,6,6,6,8,3,3,6,0,0,3,7,2,1,2,1,2,"intentaba demostrar la capacidad de las personas de confianza con desconocidos, ya que cuando eliges algo para dar al grupo, esperas que los demàs tambi_n lo hagan. ",no,9,2,9,2,73,2,"barcelona, espa_a",0,41.38879395,2.158996582,-1,11,1
