V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,,HI2_2
R_3huKcg9EBRzzHfR,Default Response Set,Anonymous,,,130.236.248.216,0,11/3/15 12:21,11/3/15 12:45,1,1,1,0,0,145.896,0,1,0,1,0,0,9.826,0,,,,,,,1,1,1,"Uppfattade det som att jag f_rlorade pengar p‘ att bidra, men det kan ocks‘ vara s‘ jag har fattat ett f_rhastat beslut och inte t_nkt igenom utfallet tillr_ckligt. Skulle egentligen ha velat t_nka igenom beslutet mer. ",1,7,6,7,5,5,5,5,6,3,6,3,7,1,6,4,4,9,9,5,8,7,9,9,7,1,1,3,6,3,8,2,6,3,2,2,0,1,8,9,1,2,1,2,2,Hur mycket m_nniskor k_nner att de kan lite p‘ andra m_nniskor. Genom att se hur mycket de _r villiga att bidra till en grupp f_r allas b_sta? Jag k_nner dock att jag kanske lite missade hur man uppn‘dde det som var b_st f_r gruppen. ,nej,4,4,4,4,74,2,"Stockholm, Sverige",0,58.41670227,15.61669922,-1,,3
R_3HzSUE9SMnEiLAG,Default Response Set,Anonymous,,,130.236.248.213,0,11/3/15 13:33,11/3/15 13:41,1,1,1,0,0,41.801,0,1,12,1,0,0,12.093,0,,,,,,,1,5,9,F_r att tj_na pengar,1,5,1,5,9,9,7,4,9,5,7,5,7,3,6,7,3,9,9,6,7,6,9,9,9,2,4,8,6,2,9,1,9,1,0,1,0,0,5,10,3,2,3,2,2,"Hur vi ser till oss sj_lva och v‘r omgivning, blir ju v_ldigt konkret n_r pengar _r inblandade. ",nej ,9,3,3,2,76,2,Uppsala Sverige ,3,58.41670227,15.61669922,-1,,10
R_3I05hJu212gfeCd,Default Response Set,Anonymous,,,130.236.248.220,0,11/3/15 13:34,11/3/15 13:55,1,1,1,0,0,64.211,0,1,,,,,,,20,1,0,0,88.733,0,1,9,1,"Det optimala i detta fallet vore att inte bidrag med n‘gra pengar d‘ det optimerar mina egna vinster men jag k_nner _nd‘ ett visst behov att dela med mig till gruppen. D_rf_r hamnade jag i mitten eftersom jag b‘de vill prioritera gruppen och mig sj_lv. Det blev n‘got av en filosofisk fr‘gest_llning, om samh_llet _r viktigare _n individen? Jag kom genast att t_nka p‘ bland annat kommunism vilket har en d‘lig klang och som jag sj_lv just har bevisat inte fungerar i alla fall inte f_r mig d‘ jag inte delade med mig av allt. I slut_ndan tror jag att man ska dela med sig men inte f_r mycket d‘ man inte kan r_kna med andras godhet. Mitt beslut kan ha p‘verkats av att mycket av den klassiska litteraturen(t.ex. flugornas herre) f_rs_ker visa oss att m_nniskan i grunden _r sj_lvisk och ond.",1,5,7,5,7,4,7,8,7,2,9,1,9,1,5,9,5,9,7,7,7,9,8,5,9,1,7,7,7,3,3,5,1,1,0,0,0,0,8,10,1,3,3,2,2,Hur m_nniskor fattar beslut och om de ser till sitt eget eller gruppens b_sta.,nej,4,3,4,4,76,1,"Sverige, Huddinge",3,58.41670227,15.61669922,-1,,4
R_3ilKukJdYEqVMSv,Default Response Set,Anonymous,,,130.236.248.203,0,11/3/15 09:18,11/3/15 09:47,1,1,1,0,0,140.306,0,1,,,,,,,0,1,121.883,122.619,133.921,3,1,9,1,"Eftersom det inte finns n‘gon risk att f_rlora n‘got om jag beh‘ller 40 kr s‘ _r det s_krast att beh‘lla alla 40 kr. Dessutom tj_nar jag mest p‘ att inte bidra med n‘got. Varje krona jag bidrar med _kar risken att f_rlora dem avsev_rt, enligt min uppfattning. Vidare borde alla ha t_nkt p‘ samma s_tt och d_rf_r _r risken _nnu st_rre psykologiskt _n matematiskt. Att beh‘lla 40 kr var ett sj_lvklart val om jag _r ute efter att tj_na s‘ mycket pengar som m_jligt sj_lv till s‘ l‘g risk som m_jligt.",1,8,4,5,9,7,8,9,7,3,9,3,6,4,3,8,3,9,8,8,9,2,9,9,8,9,8,7,8,3,7,2,2,1,0,0,0,0,3,7,1,2,2,1,2,"Visa hur riskmedvetna personer _r och i och med riskber_kningen visa p‘ hur v_l en litar p‘ andra m_nniskor. Att samarbeta skulle ju ge h_gst avkastning f_r alla, vilket vore b_st, ju mer en litar p‘ andra m_nniskor ju l_gre skulle en ber_kna risken att de andra inte skulle bidra med sina pengar. —ven riskmedvetenhet om huruvida personer _r ben_gna att beh‘lla sina ""s_kra"" pengar eller viljan att ta en risk.",Att instruktionerna skulle f_rs_ka lura mig p‘ n‘got s_tt.,6,9,6,5,72,1,"Link_ping, Sweden",0,58.41670227,15.61669922,-1,,1
R_3jfif3843JCjPXj,Default Response Set,Anonymous,,,130.236.248.204,0,11/3/15 16:13,11/3/15 16:24,1,1,1,0,0,53.3,0,1,30,1,0,0,12.725,0,,,,,,,1,9,1,Jag vill f_rs_ka dela ut s‘ att alla i gruppen f‘r ungef_r lika stor pott. Jag tror p‘ att dela ut j_mnt sinsemellan hela gruppen. ,1,4,4,2,6,5,6,7,5,4,3,3,8,6,4,8,3,8,6,7,6,3,5,6,8,6,6,8,3,4,8,2,5,3,0,0,0,0,6,8,1,3,3,2,2,"Hur m_nniskor beter sig i grupp, speciellt n_r det handlar om att man kan f‘ n‘got tillbaka. —r man sj_lvisk s‘ kan man m‘ maximalt tillbaka men _ven ocks‘ minimalt. Visar hur en individ tycker och t_nker kring samarbete och _ven kring hur man kan uppn‘ maximal framg‘ng i en grupp eller liknande. Visar hur man agerar i en position d_r man m_jligheten att vinna n‘got. ",Nej.,6,2,6,9,75,2,"Sverige, bohusl_n",1,58.41670227,15.61669922,-1,,1
R_3JqnF5VUdpYVnPy,Default Response Set,Anonymous,,,130.236.248.217,0,11/4/15 10:20,11/4/15 10:36,1,1,1,0,0,98.632,0,1,,,,,,,40,1,0,0,22.796,0,1,9,1,"Jag ville personligen bidra till det gemensamma utfallet. Vi lever i en symbios, vilket betyder att vi _r beroende av varandra. F_r mig var valet sj_lvklart att jag skulle bidra med 40 kr, d‘ jag hade i ‘tanke att de tre resterande personerna skulle g_ra likadant. ",1,7,7,3,9,9,7,9,8,7,9,2,8,9,8,8,5,8,9,6,9,2,6,8,7,5,7,7,5,6,2,5,8,1,0,0,0,0,3,6,3,3,3,1,2,Studien f_rs_kte visa huruvida folk _r trov_rdiga eller inte. Studien f_rs_kte visa huruvida man tror p‘ fr_mlingar eller inte. ,Nej,4,4,4,4,75,1,"Sverige, Ärebro",2,58.41670227,15.61669922,-1,,4
R_3k70HdgreBZpsLO,Default Response Set,Anonymous,,,130.236.248.208,0,11/3/15 12:20,11/3/15 12:39,1,1,1,0,0,147.249,0,1,33,1,0,0,12.881,0,,,,,,,1,9,1,Jag t_nkte att jag satsar en stor pott f_r att gruppen ska kunna expandera och dubbla sin gemensamma pott. men sen safade jag lite genom att _nd‘ inte investera allt.,1,8,1,5,9,9,8,7,6,3,6,7,3,1,3,7,9,8,7,9,6,1,9,9,9,8,2,2,8,6,9,5,3,3,0,0,0,1,6,9,1,3,3,2,1,Hurvida man t_nker p‘ sig sj_lv eller andra i f_rsta hand. Och social tillit,nej,9,9,9,9,70,1,"Kristianstad, Sverige",0,58.41670227,15.61669922,-1,,10
R_3KBZG0xtffPVYkC,Default Response Set,Anonymous,,,130.236.248.216,0,11/4/15 11:04,11/4/15 11:22,1,1,1,0,0,86.497,0,1,29,1,0,0,16.615,0,,,,,,,1,9,1,F_r att jag ville ha en liten del sj_lv men samtidigt ge det mesta till gruppen.,1,3,3,5,5,8,5,5,7,3,4,3,5,5,4,6,3,8,6,7,8,8,8,7,9,6,7,9,7,2,8,6,8,1,0,0,0,0,6,8,1,3,3,2,2,Jag tror den f_rs_kte visa hur mycket vi litar p‘ m_nniskor i v‘ran omgivning samt hur vi samarbetar med varandra.,nej,9,2,2,2,75,2,Malm_,1,58.41670227,15.61669922,-1,,11
R_3lF8H2Yo7oK2qKL,Default Response Set,Anonymous,,,130.236.248.208,0,11/4/15 11:05,11/4/15 11:21,1,1,1,0,0,64.74,0,1,40,1,0,0,8.889,0,,,,,,,1,9,9,Jag valde att bidra med hela min summa eftersom jag tycker att det ska vara r_ttvist jag vill inte tj_na n‘got p‘ n‘gon annan om jag inte jobbar f_r det. Har jag inte f_rtj_nat att k_nna pengar p‘ situationen ska jag inte g_ra det om det inneb_r att n‘gon annan f_rlora p‘ det. Jag vill k_nna att jag f_rtj_nat det som jag f‘r.,1,7,3,9,6,7,7,7,7,6,7,3,8,6,3,6,3,9,9,9,8,4,7,8,8,7,4,6,5,6,9,3,9,1,5,0,5,0,5,5,3,3,3,1,2,"Jag tror att studien f_rs_ker visa oss om det g‘r att lita p‘ fr_mlingar, hur de skulle g_ra i en viss situation. Om de skulle t_nka p‘ sig sj_lva eller om man t_nker p‘ andra. Vad skulle man g_ra i en situation med helt fr_mmande m_nniskor. Vem _r det man v_rdes_tter, vill man hj_lp andra eller t_nker man bara p‘ sig sj_lv. I och med studien f‘r man _ven en liten insikt om hur man sj_lv _r som person. Den f_rs_kte visa det i och med det fall som var, v_ljer man i det fallet att t_nka helt p‘ sig sj_lv (hur g_r jag f_r att tj_na s‘ mycket som m_jligt i den h_r situationen) eller om man t_nker p‘ andra (vad kan jag g_ra f_r att hj_lp n‘gon annan som kanske beh_ver hj_lp). ",Nej,2,2,4,2,77,2,"Ljusdal, Sverige",5,58.41670227,15.61669922,-1,,11
R_3lGG6QNkT7w2YLx,Default Response Set,Anonymous,,,130.236.248.205,0,11/3/15 15:08,11/3/15 15:21,1,1,1,0,0,49.122,0,1,,,,,,,35,1,0,0,9.264,0,1,9,6,"f_r att det gynnar gruppen. Lyckades dock besvara tidigare fr‘gor en aning felaktigt. Jag bidrog med den summan jag gjorde ihop om att mina ""kollegor"" skulle g_ra detsamma och s‘ledes vi skulle tj_na p‘ det allihop.",1,7,3,5,8,9,8,6,8,5,5,4,7,6,7,7,4,6,6,6,7,7,7,7,9,3,5,4,5,4,8,3,6,1,0,0,0,0,7,9,1,3,1,2,1,"Jag tror studien handlar v_ldigt mycket om moral och etik. Dvs om man _r en ""egenperson"" eller om man _r ut‘t och _ppen.","Det var ibland lite f_r d‘liga motiveringar till vissa fr‘gor som tex ""om man kan lita p‘ m_nniskor"" vilket beror p‘ i vilket sammanhang kan jag tycka.",6,3,4,4,76,1,Stockholm Sverige,0,58.41670227,15.61669922,-1,,11
R_3lLyC4Qe4mJizEs,Default Response Set,Anonymous,,,130.236.248.204,0,11/3/15 15:40,11/3/15 15:52,1,1,1,4.899,80.431,81.959,21,1,40,1,0,0,3.968,0,,,,,,,1,9,9,Jag har en minsta summa som jag kommer f‘. Det finns en chans att jag kommer tj_na mer p‘ detta.,1,8,2,3,7,8,3,5,7,6,9,3,7,3,5,2,5,8,7,8,8,8,4,9,7,2,2,4,8,7,4,8,3,1,0,0,0,0,6,8,2,3,3,2,2,Integrationer mellan ok_nda m_nniskor/fr_mlingar. Hur beter jag mig mot fr_mlingar samtidigt som jag vet att de skall g_ra liknande val gentemot mig?,Nej,3,3,5,3,68,1,Liding_,0,58.41670227,15.61669922,-1,,12
R_3M0hRGAnTMkz9bC,Default Response Set,Anonymous,,,130.236.248.210,0,11/3/15 11:34,11/3/15 11:49,1,1,1,0,0,50.342,0,1,,,,,,,40,1,0,0,34.025,0,1,9,1,Det _r en v_ldigt liten summa. Jag stannar hellre p‘ god fot med de _vriga deltagarna,1,5,5,7,7,4,6,6,7,7,5,7,4,7,7,6,3,7,5,5,6,5,5,7,5,7,7,7,5,5,5,5,5,1,0,0,0,0,2,5,3,3,3,1,2,Ja tror denna studie f_rs_ker visa ett samband mellan en s_rskilt verklighetsuppfattning och viljan att dela med sig av sina pengar. ,nej.,9,3,9,9,76,1,Åtvidaberg Sverige,2,58.41670227,15.61669922,-1,,2
R_3M0vXpRuerFpHXa,Default Response Set,Anonymous,,,130.236.248.220,0,11/3/15 10:49,11/3/15 11:17,1,1,1,0,0,151.49,0,1,,,,,,,40,1,0,0,35.393,0,1,9,1,"Jag _r av uppfattningen att egoistiskt t_nkande i l_ngden missgynnar _ven mig. I detta fall _r sannolikt v_ntv_rdet st_rst om jag v_ljer att beh‘lla mina pengar men att applicera det t_nkandet i andra situationer _r det nog bara kortsiktigt. Hade varit mer intressant att g_ra samma experiment med pengar som har direkt betydelse f_r mig personligen. Det _r l_tt att vara ""ideologiskt _rlig/konsekvent"" n_r det inte ""spelar s‘ stor roll"", men hade jag varit det n_r risken att det kan svida ordentligt _r st_rre?",1,7,2,7,7,9,5,6,6,1,6,3,6,2,5,6,6,7,7,2,5,8,9,6,6,2,1,1,6,1,5,3,1,1,0,0,0,0,7,9,1,3,1,2,2,Hur m_nniskans bild av sig sj_lv som unik och sin egen lyckas smed p‘verkar samarbetsvillighet och tro p‘ andra.,nej,2,6,3,5,69,1,"Sverige, Lysekil",1,58.41670227,15.61669922,-1,,12
R_3m9tpKfHL6ZSZ1m,Default Response Set,Anonymous,,,130.236.248.210,0,11/3/15 10:48,11/3/15 11:07,1,1,1,0,0,51.746,0,1,,,,,,,40,1,10.093,10.093,15.299,1,1,9,9,F_r att jag hellre ser att fler f‘r dela p‘ en st_rre pott _n att jag g‘r h_r ifr‘n med mer _n de andra.,1,8,3,2,9,6,5,8,7,7,2,8,4,1,6,3,7,9,5,9,8,9,9,8,9,4,8,8,5,2,6,8,1,1,1,1,0,0,8,8,1,2,1,2,2,"V‘r tillit till. och tro p‘, varandra. Hur en person v_ljer att f_rh‘lla sig till gruppen och bidra med (h_r ekonomiskt) n_r denne riskerar att sj_lv f‘ mindre f_r att potten f_rdelas mellan fler.",Nej,5,3,5,5,73,2,g_teborg,0,58.41670227,15.61669922,-1,,11
R_3mfxXlI6EyErcNE,Default Response Set,Anonymous,,,130.236.248.222,0,11/3/15 13:34,11/3/15 13:53,1,1,1,0,0,88.077,0,1,40,1,0,0,8.502,0,,,,,,,1,9,1,Jag t_nkte att gruppen som helhet skulle tj_na mest pengar p‘ att alla bidrar med 40 kronor. Min f_rhoppning _r att de _vriga medlemmarna i gruppen t_nker p‘ samma s_tt som mig och som ett resultat utav det bidrar med 40 kronor. Trots att jag vet att sannorlikheten _r v_ldigt stor att en eller flera av de _vriga deltagarna v_ljer att inte bidra med n‘gonting. Jag vill g_rna tro p‘ m_nskligheten och detta _r om n‘got ett typiskt s_tt att bepr_va den enskiljda individens girighet kontra givmildhet. Vi _r i botten flockdjur och borde v_rna om b‘de v‘r egen och gruppens b_sta. / Det _r dessutom endast 40 kronor och det blir intressant att se hur det hela spelar ut.,1,7,1,7,8,2,7,5,2,5,9,3,7,1,4,1,8,9,5,6,8,7,7,8,7,1,1,9,5,3,4,5,2,1,1,0,0,0,6,8,3,1,1,2,2,Den f_rs_ker troligen visa n‘got samband mellan en persons personlighet och hur mycket pengar denne lade in till den gemensamma poolen.,Nej,9,6,9,6,76,1,Sverige Motala,3,58.41670227,15.61669922,-1,,10
R_3MmJf9lx2syJf68,Default Response Set,Anonymous,,,130.236.248.210,0,11/3/15 13:34,11/3/15 13:49,1,1,1,0,0,80.749,0,1,,,,,,,40,1,0,0,39.469,0,1,9,1,"Jag valde att bidra med alla 40 kr d‘ det ger den h_gsta summan f_r gruppen som helhet, jag hoppas att _ven de andra gjorde detta d‘ vi alla tj_nar maximalt. Om dock de andra valde att inte ge bort n‘gra pengar utan jag f_rlorar en del av mina pengar till dem s‘ _r det inget som _r ett j_ttestort problem f_r mig utan det k_nns lugnt. Det var inte stora summor pengar och jag _r inte i akut behov av dom. Dessutom leder min insats till att n‘gon annan troligtvis blir glad d‘ den fick mer.",1,7,7,2,6,8,7,8,5,4,5,2,8,4,6,5,3,7,6,9,8,2,7,8,7,8,5,7,5,1,9,6,8,1,0,0,0,0,7,8,1,2,3,2,2,P‘ beslutsfattande som ber_r andra personer som man inte har med att g_ra och ens f_rv_ntningar/tankar/tro om deras beslutsfattande ang‘ende en sj_lv. —ven vad som ligger bakom de beslut man tar i en s‘dan typ av situation.,nej,3,3,9,2,77,2,"Stockholm, Sverige",3,58.41670227,15.61669922,-1,,4
R_3n61uK3WqIwelNK,Default Response Set,Anonymous,,,130.236.248.216,0,11/3/15 14:19,11/3/15 14:37,1,1,1,0,0,74.341,0,1,40,1,0,0,7.605,0,,,,,,,1,9,1,"Har redan f‘tt 50 kr i garanti. Enbart det _r en vinst som r_cker f_r mig. Om jag sedan skulle vilja f‘ in mer pengar s‘ m‘ste jag f_rst‘ min plan b_ttre. Detta innefattade mattematik, vilket jag _r d‘lig p‘. I det l_get k_nner jag att jag g_r det som _r b_st f_r gruppen, vilket var att bidra med 40 kr. Om nu n‘gon eller n‘gra v_ljer den andra v_gen _r det helt okej d‘ dom f_rmodligen f_rst‘tt vinststrategin b_ttre. Det hade varit andra beslut fr‘n mig ifall jag inte hade 50 kr granaterat dock. ",1,8,8,9,7,7,7,8,7,5,5,1,1,1,1,6,7,8,5,7,9,7,8,8,7,1,1,1,1,1,6,5,5,1,0,0,0,0,8,8,1,2,1,2,2,M_nniskans syns_tt till samh_llet och sina medm_nniskor som inte finns i hennes inre krets. Egoistiskt t_nkande eller t_nkandet f_r gruppens b_sta n_r det g_ller framf_rallt pengar. ,Nej,4,4,4,4,67,1,"Sverige, G_teborg",0,58.41670227,15.61669922,-1,,5
R_3nINB4ejgnvkF01,Default Response Set,Anonymous,,,130.236.248.210,0,11/3/15 15:40,11/3/15 15:55,1,1,1,0,0,91.09,0,1,2,1,8.664,8.664,16.344,1,,,,,,,1,9,1,Jag gjorde som jag gjorde eftersom det f_r mig _r mer rationellt. Jag f_rs_ker vinstmaximera och tj_na s‘ mycket som m_jligt.,1,4,2,2,7,3,2,5,7,8,6,7,5,5,2,5,2,8,8,8,7,4,8,8,8,6,8,8,7,5,9,6,5,1,0,0,0,0,7,8,1,2,3,2,2,Som jag har tolkat det handlar studien om att kartl_gga beteendem_nster n_r det kommer till pengar och konkurrens kontra vanliga h_ndelser. Agerar m_nniskor annorlunda om det kommer till pengar.,nej,4,5,3,5,75,1,J_nk_ping Sverige,7,58.41670227,15.61669922,-1,,12
R_3NKgkdQ3Dtpzik3,Default Response Set,Anonymous,,,130.236.248.214,0,11/3/15 14:18,11/3/15 14:27,1,1,1,0,0,43.252,0,1,,,,,,,40,1,0,0,19.087,0,1,9,1,"Hoppas att alla andra t_nker som jag g_r. —ven om jag blir av med 20 kronor personligen tj_nar gruppen som helhet mer, och det _r inte hela v_rlden f_r mig.",1,7,3,8,7,5,7,8,6,1,5,6,5,5,7,5,7,6,6,6,8,8,7,7,6,4,6,7,7,7,9,5,6,1,0,1,0,0,7,8,1,1,3,2,2,Denna studie f_rs_ker nog hitta samband mellan olika v_rderingar och m_ngden pengar som sk_nktes till gruppen resp. beh_lls.,nej,5,2,3,5,76,1,Ume‘ Sverige,2,58.41670227,15.61669922,-1,,11
R_3nq1k467VTQZSSe,Default Response Set,Anonymous,,,130.236.248.206,0,11/3/15 14:18,11/3/15 14:33,1,1,1,0,0,76.929,0,1,,1,0,0,14.851,0,,,,,,,1,9,5,F_r att tj_na pengar,1,7,8,6,6,7,6,6,5,6,6,7,8,5,5,6,6,8,8,9,7,4,8,7,7,8,9,3,6,4,9,5,5,1,0,0,0,0,6,9,1,2,3,1,1,Hur man agerar i grupper,nej,3,4,4,4,76,2,Stockholm Sverige,2,58.41670227,15.61669922,-1,,5
R_3nSLdCGcV5IuCUT,Default Response Set,Anonymous,,,130.236.248.221,0,11/3/15 13:33,11/3/15 13:48,1,1,1,46.185,48.143,51.504,2,1,20,1,0,0,10.216,0,,,,,,,1,9,1,"20 / 20 var i min mening en f_rdelning som var i mittpunkten av de tv‘ alternativen - Till h_lften maximerad monet_r vinst f_r gruppen, men samtidigt till h_lften maximerad egen vinst.  / Jag beslutade det f_r att p‘ en hand sikta mot att vara m‘n om att maximera gruppens vinst, men samtidigt gardera mig p‘ n‘t plan f_r att jag placerats i en grupp med mer sj_lviska individer. ",1,8,2,7,6,4,5,9,4,4,7,4,5,2,6,8,3,8,9,9,6,6,5,7,6,2,8,6,5,7,3,2,8,1,0,0,0,0,3,9,2,1,2,2,2,"Jag tror att studien handlar om folks ben_genhet att s_tta sin egen vinst i f_rh‘llande till en grupps vinst. Detta blir i f_rl_ngningen en studie av folks ben_genhet att vara utilitaristisk, beroende p‘ hur v_l de f_rlitar sig p‘ att andra m_nniskor _r lika osj_lviska.  /  / Det var min huvudsakliga tankeg‘ng under testet. Jag t_nkte f_rst att om det var s‘ att jag per automatik hade placerats i den grupp p‘ mig och tre andra som jag kom in i klassrummet, s‘ hade jag definitivt sl_ngt in 40 kronor i grupppotten, d‘ jag har en personlig relation och ett visst uppbyggt f_rtroende f_r dessa individer. N_r jag emellertid ins‘g att detta inte var fallet, s‘ blev jag lite mer f_rsiktig. Tanken att sl_nga in alla mina 40 kronor f_r gruppens b_sta, f_r att sen inte f‘ n‘nting tillbaks, fick mig att till slut landa p‘ 50/50 insatt i den individuella potten och gruppens pott. ",nej,3,3,6,2,73,1,"Norrt_lje, Sverige",3,58.41670227,15.61669922,-1,,12
R_3nvBbpnGpHtZsKx,Default Response Set,Anonymous,,,130.236.248.213,0,11/3/15 15:09,11/3/15 15:23,1,1,1,0,0,84.838,0,1,40,1,0,0,4.724,0,,,,,,,1,9,1,Jag litar p‘ att de andra g_r likadant d‘ vi alla kommer tj_na p‘ det. 4*40=160. 160*2 =320. 320/4=80. Om alla g_r det s‘ f‘r vi 80 kronor var. Sj_lv skulle jag inte v_lja 0:- _ven om jag personligen skulle f‘ mer. Det skiljer inte s_rskilt mycket. Jag tror att andra skulle resonera ungef_r lika dant. Om pengarna faktiskt var mina fr‘n b_rjan hade jag kanske inte varit lika godtrogen.,1,9,6,3,7,8,7,7,5,3,8,2,4,1,8,6,7,8,8,8,9,8,8,3,8,2,4,3,7,3,2,3,4,1,0,1,0,0,10,9,1,2,1,2,2,Reda ut fr‘gor kring hur folks tillit och kopplingen till ens egen sj_lvbild och ens bild av andra m_nniskor. I vilken utstr_ckning ens v_rderingar och uppfattningar f_rgar ens beslut i en situation d_r man st‘r mellan valet att lita p‘ andra eller inte g_ra det.,Nej,4,3,2,6,75,1,Stockholm,0,58.41670227,15.61669922,-1,,3
R_3Oek3Vyctw0LGKy,Default Response Set,Anonymous,,,130.236.248.212,0,11/3/15 10:49,11/3/15 11:06,1,1,1,0,0,94.269,0,1,25,1,0,0,12.268,0,,,,,,,1,9,1,"Med tanke p‘ att man inte vet vad de andra vill bidra med v_ljer jag att inte bidra med hela summan f_r att ""s_kra"" en viss summa pengar. D_rf_r v_ljer jag att l_gga mig _ver h_lften. Man f‘r ju inte vara girig. ",1,8,9,5,7,9,7,8,5,4,7,2,7,7,6,9,1,8,6,5,9,5,7,8,9,3,9,2,7,1,6,5,7,4,1,1,1,0,7,7,3,3,1,2,2,Den vill veta hur man _r som person och hur man agerar i vissa situationer. Girighet och givmildhet. Den vill veta om vi kan lita p‘ varandra. Intressanta fr‘gor. ,nej,7,2,6,6,68,1,Norrk_ping/ Sverige,1,58.41670227,15.61669922,-1,,6
R_3oXyZh6R4Su88rV,Default Response Set,Anonymous,,,130.236.248.203,0,11/3/15 11:34,11/3/15 11:47,1,1,1,0,0,83.18,0,1,31,1,0,0,22.754,0,,,,,,,1,9,1,"Jag vet inte riktigt varf_r jag gjorde som jag gjorde. Det k_ndes bra att tryck in just den summan med pengar. Jag har egentligen inget behov av pengarna s‘ jag skulle ka kunnat klicka i 40 kr, men det bara blev inte s‘.  ",1,8,5,6,5,8,7,7,5,4,9,6,8,2,8,6,5,9,9,6,5,8,6,8,7,4,6,9,4,2,9,1,7,1,1,0,0,0,7,10,3,2,3,2,2,"Tror att den f_rs_kte se p‘ m_nniskors m_nniskosyn. Om man anser att det _r vinst och egna f_rm‘gan som _r drivkraften eller om det _r gemensamma f_rm‘gan och samarbete som f_r en fram‘t. Det k_nns lite som ett personlighetstest f_r machiavellism om jag ska vara helt _rlig, f_r m‘nga av de delar som testet tog upp kan man ocks‘ finna i personlighetstesterna. V_ldigt roligt!",nej,3,5,3,5,76,2,"Åkersberga, Sverige",1,58.41670227,15.61669922,-1,,2
R_3PbD3n6UylucpLJ,Default Response Set,Anonymous,,,130.236.248.203,0,11/4/15 10:19,11/4/15 10:32,1,1,1,0,0,70.431,0,1,,,,,,,,1,0,0,20.71,0,1,9,9,Litar inte p‘ folk,1,8,5,5,9,3,9,9,5,1,9,1,9,2,9,9,3,7,4,9,9,1,9,6,8,9,1,1,2,1,5,3,9,1,0,0,0,0,1,10,3,1,1,2,2,Interaktionen mellan fr_mlingar och hur mycket man m‘ste tj_na p‘ f_r att man ska v‘ga lita p‘ andra. ,Kommer jag f‘ pengarna,4,3,6,2,70,1,V_ster‘s,1,58.41670227,15.61669922,-1,,2
R_3PEPN3ACNJ2JTc6,Default Response Set,Anonymous,,,130.236.248.206,0,11/3/15 15:39,11/3/15 15:58,1,1,1,0,0,58.169,0,1,,,,,,,20,1,0,0,32.26,0,1,9,1,"Jag _r villig att riskera 50 % av mitt kapital f_r att ha potential till att (om alla sk_nkte samma som mig, 20 kr) f‘ en avkastning p‘ totalt 50 %. Vid relativt sm‘ belopp s‘ som 40 kr tror jag att de flesta kan t_nka sig att ta h_g risk, men att de samtidigt inte vill riskera 100 %. Att d‘ bidra med 50 % k_nns som en bra hedge. ",1,7,2,3,5,8,8,9,3,8,9,8,9,8,9,8,2,7,5,6,8,4,9,6,8,5,3,8,3,5,7,1,9,1,0,0,0,0,5,8,1,2,1,2,2,Hur olika personlighetstyper _r villiga att ta ekonomiska beslut och risker n_r man m‘ste v_ga mellan egen vinning och en grupp som helhet. ,nej,6,2,5,2,77,1,"Link_ping, Sverige",0,58.41670227,15.61669922,-1,,12
R_3PNZ7RiNyfiVFWa,Default Response Set,Anonymous,,,130.236.248.204,0,11/3/15 15:08,11/3/15 15:24,1,1,1,0,0,86.555,0,1,,,,,,,20,1,0,0,44.046,0,1,9,1,"Om ingen ger n‘gonting f‘r ingen n‘got, men om man ger n‘got f‘r man f_rhoppningsvis n‘got, _ven fast man inte vill ge allt utifall att de andra inte ger n‘gonting. ",1,2,7,6,7,9,2,9,5,5,1,5,3,1,1,2,7,9,9,7,9,5,9,6,9,1,3,3,7,1,9,3,1,1,0,0,0,0,4,8,1,2,1,2,2,"Hur mycket m_nniskor v‘gar lita p‘ andra de inte k_nner, och vilken typ av m_nniskor som v‘gar lita mer eller mindre p‘ ok_nda m_nniskor. ",nej,9,2,9,3,73,2,"Ving‘ker, Sverige",1,58.41670227,15.61669922,-1,,4
